episode,reward,hold_rate,accuracy,entropy,grad_norm,delta_weight_norm,weight_norm
1,-0.537,0.455,0.44954128440366975,0.692146897315979,5.289999630570845,0.15715153515338898,9.323868751525879
2,-0.505,0.525,0.45263157894736844,0.690500795841217,6.870614322472441,0.10870400071144104,9.325833320617676
3,-0.3390000000000001,0.485,0.5728155339805825,0.6912316083908081,3.4084540926350853,0.08673839271068573,9.32783031463623
4,-0.34700000000000003,0.48,0.5673076923076923,0.6922606229782104,2.4736546877970973,0.07367605715990067,9.330129623413086
5,-0.47,0.525,0.4842105263157895,0.6914147734642029,3.1121317073113057,0.06475229561328888,9.332234382629395
6,-0.35,0.525,0.5684210526315789,0.6919723153114319,1.8668330526138015,0.057071663439273834,9.334205627441406
7,-0.405,0.5,0.53,0.6916810274124146,1.80181288606617,0.05175427719950676,9.3362455368042
8,-0.49900000000000005,0.485,0.42718446601941745,0.6889511942863464,2.835402757844226,0.04907091334462166,9.338372230529785
9,-0.526,0.49,0.45098039215686275,0.6911689043045044,1.841937266038443,0.046062007546424866,9.340527534484863
10,-0.402,0.455,0.5321100917431193,0.691525936126709,0.8989246496431044,0.041690561920404434,9.342629432678223
11,-0.382,0.455,0.5412844036697247,0.690505862236023,0.7510889349522335,0.03733881935477257,9.344599723815918
12,-0.415,0.55,0.5222222222222223,0.6861357092857361,2.3429033011743257,0.03798389062285423,9.346452713012695
13,-0.439,0.535,0.5053763440860215,0.6909332275390625,1.4035937412971258,0.0354374535381794,9.348284721374512
14,-0.36700000000000005,0.43,0.5526315789473685,0.6838281750679016,0.22570741131978825,0.03200650215148926,9.350048065185547
15,-0.41300000000000003,0.495,0.5247524752475248,0.690673291683197,0.7225991953134314,0.029480261728167534,9.351753234863281
16,-0.4690000000000001,0.535,0.4838709677419355,0.6906689405441284,1.1981775246120547,0.028830258175730705,9.353387832641602
17,-0.6130000000000001,0.445,0.3963963963963964,0.681524932384491,1.9333411959492688,0.030545847490429878,9.355055809020996
18,-0.35600000000000004,0.54,0.5652173913043478,0.6875752210617065,0.24180044003209633,0.02766447514295578,9.356643676757812
19,-0.38,0.4,0.5416666666666666,0.6823533773422241,0.34996273102647507,0.024808082729578018,9.35810661315918
20,-0.442,0.505,0.5050505050505051,0.6839983463287354,1.4919940727577632,0.025905970484018326,9.359482765197754
21,-0.366,0.44,0.5535714285714286,0.6883962750434875,0.32467632720655437,0.023998862132430077,9.360837936401367
22,-0.382,0.43,0.543859649122807,0.6827777028083801,0.3175296694339667,0.02226058393716812,9.362116813659668
23,-0.387,0.455,0.5412844036697247,0.6800810098648071,0.1044885952407935,0.020436668768525124,9.363348960876465
24,-0.27,0.425,0.6086956521739131,0.6781466603279114,1.3246521178212773,0.021375808864831924,9.364572525024414
25,-0.36400000000000005,0.46,0.5555555555555556,0.6797347664833069,0.20570093621696342,0.0197595227509737,9.36573600769043
26,-0.313,0.42,0.5689655172413793,0.6515063047409058,1.3303994623059727,0.019931284710764885,9.366509437561035
27,-0.42100000000000004,0.44,0.5178571428571429,0.6817591190338135,0.7077670126035093,0.019578149542212486,9.36713981628418
28,-0.38900000000000007,0.435,0.5398230088495575,0.6654376983642578,0.7492130903230451,0.019575107842683792,9.36772632598877
29,-0.34,0.475,0.5714285714285714,0.6845182180404663,0.6116247685478144,0.01943575032055378,9.368314743041992
30,-0.41400000000000003,0.485,0.5242718446601942,0.6866978406906128,0.5795882376768804,0.01867351308465004,9.368935585021973
31,-0.553,0.445,0.44144144144144143,0.6852380037307739,2.409985041704084,0.026819180697202682,9.369297981262207
32,-0.48700000000000004,0.43,0.4824561403508772,0.6845592856407166,1.9660269949067135,0.030905811116099358,9.36984634399414
33,-0.43300000000000005,0.445,0.5135135135135135,0.6828616261482239,0.5023044761543455,0.028178468346595764,9.370455741882324
34,-0.45800000000000013,0.42,0.5,0.6838213205337524,0.5379690127001258,0.026253199204802513,9.371119499206543
