net.0.weight,net.2.weight,net.4.weight
4.683959484100342,4.575350761413574,0.7774017453193665
4.783985614776611,4.542816638946533,0.806948184967041
4.94937801361084,4.550565719604492,0.8433824181556702
5.139268398284912,4.568853378295898,0.8817107677459717
5.367029666900635,4.647411823272705,0.9682120680809021
5.649775981903076,4.754984378814697,1.0660024881362915
5.955246448516846,4.898870468139648,1.1762298345565796
6.288131237030029,5.062517166137695,1.2997022867202759
6.605525493621826,5.244055271148682,1.440191388130188
6.920979976654053,5.436856269836426,1.5841014385223389
7.216670989990234,5.625905990600586,1.7195861339569092
7.5179443359375,5.821282386779785,1.8793238401412964
