epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6933227996436917,0.6930299458049592,0.5113764256238937,0.5159005721410116,6.662379741668701,0.8914615511894226
2,0.6929011302334922,0.6929815496717181,0.5104666869251095,0.5142746908324105,6.70179557800293,0.5320320725440979
3,0.6929256161864923,0.6943235709553673,0.5172006305383177,0.5142746908324105,6.758030891418457,0.6181848049163818
4,0.692716048080094,0.692855179309845,0.5082720591097462,0.5133928571428571,6.824047088623047,0.5891625285148621
5,0.6924471186131848,0.6950585189319792,0.5203049970524651,0.5142746908324105,6.890714645385742,0.5372160077095032
6,0.6923342845877822,0.6935717633792332,0.5214773410437058,0.4946538805961609,6.967422962188721,0.5696464776992798
7,0.6923497428699416,0.6928533088593256,0.5174069629639996,0.5104166666666666,7.070348739624023,0.4903236925601959
8,0.6920423787467334,0.6932359564872015,0.5229029114149055,0.4937720454874493,7.183581352233887,0.5463167428970337
9,0.6927349853272341,0.6930261680058071,0.5224245950883749,0.5092592594169435,7.3097710609436035,0.7272342443466187
10,0.6918684219827458,0.6929877769379389,0.5198735746802116,0.501267637525286,7.438270568847656,0.4708426892757416
11,0.6926031733045772,0.6934634617396763,0.5178383856403584,0.50432649964378,7.566915988922119,0.5505456924438477
12,0.6919182040253464,0.6933133062862215,0.522068202495575,0.5142746908324105,7.695145606994629,0.4109448194503784
13,0.6921757453558396,0.693334298474448,0.520914616025224,0.5142746908324105,7.830136299133301,0.4425067901611328
14,0.6918456098254846,0.6936285126776922,0.5171256004547586,0.5142746908324105,7.996192455291748,0.5091372728347778
15,0.6921584739976999,0.6928012598128546,0.5231373799698693,0.5107473546550387,8.143497467041016,0.39811041951179504
16,0.6919991878830657,0.6928850128537133,0.5288302822380649,0.5074404761904762,8.336304664611816,0.689617931842804
17,0.6919508400012035,0.6940172343027025,0.5231748950116488,0.5142746908324105,8.546523094177246,0.6602548360824585
18,0.6922063809268328,0.693584280354636,0.5202674820106856,0.5142746908324105,8.767985343933105,0.5651715397834778
19,0.6917394764569341,0.6927182504108974,0.5256884003780327,0.507578262260982,9.007963180541992,0.8246380686759949
20,0.691709581686526,0.6936656804311843,0.524534814211787,0.5142746908324105,9.2617826461792,0.660081148147583
21,0.6918444554416501,0.6929858184996105,0.5177164616025224,0.5081845238095238,9.518060684204102,0.6085190773010254
22,0.691829436287588,0.6926879996345157,0.5201080432351755,0.5112158287139166,9.794483184814453,0.6875776052474976
23,0.6919279268809727,0.6930978496869405,0.5248161767210279,0.4909336425009228,10.079030990600586,0.6973267197608948
24,0.6914602353864786,0.6933945275488353,0.5277611044596653,0.5150187384514582,10.366903305053711,0.9022423624992371
25,0.6910739869487529,0.6935942144620986,0.533144508089338,0.5050705472628275,10.616971969604492,0.6272574663162231
26,0.6915475379447548,0.6926207570802598,0.5266450330310938,0.5131172835826874,10.90140151977539,0.5868737697601318
27,0.6911968369873203,0.6956131146067664,0.5262511257006197,0.5142746908324105,11.184264183044434,0.6019975543022156
28,0.6917251591779747,0.6935432666823977,0.5178383856403584,0.513530643213363,11.46194839477539,0.7193334102630615
29,0.6912772588583888,0.6934498037610736,0.5339417019668891,0.5098104051181248,11.697794914245605,0.5630395412445068
30,0.6905569178717477,0.6931409949348086,0.5354985746802116,0.5073026901199704,11.995743751525879,0.6807474493980408
31,0.6909321400584006,0.6932410257203239,0.523409363870718,0.5073026901199704,12.32265853881836,0.7153357267379761
32,0.6908002805953123,0.6933427566573733,0.5274797419504244,0.51129850035622,12.691349983215332,0.8996985554695129
33,0.6911648365916038,0.6926712081545875,0.5303965338638851,0.5111607142857143,12.873621940612793,0.7132545113563538
34,0.6910591891833714,0.6927469003768194,0.5342605795179095,0.5130621705736432,13.109424591064453,0.7555267214775085
35,0.6906712371475843,0.6965312049502418,0.5248536917628074,0.5142746908324105,13.41917896270752,0.7544956803321838
36,0.6898200524096586,0.6940346729187739,0.5334633856403584,0.51129850035622,13.697842597961426,0.7194859981536865
37,0.6892602851196211,0.6933957281566802,0.5315876350719102,0.5160383610498338,14.00020980834961,0.8655886650085449
38,0.6903259407500831,0.6951195200284322,0.5199954984139423,0.5150187384514582,14.250794410705566,0.6463450789451599
39,0.6894236961189582,0.6942091584205627,0.5371679922147673,0.5162312615485418,14.51602554321289,0.6630417704582214
40,0.688207490711796,0.6963168411027818,0.5425607744528322,0.5127865955943153,14.839438438415527,0.6484052538871765
41,0.6884369156798538,0.7023222503207979,0.5388749250952078,0.5251047185489109,15.149735450744629,0.6886422038078308
42,0.6897151135668462,0.6924193700154623,0.5343825032516402,0.5146053788207826,15.42971134185791,0.615045964717865
43,0.6888343576265841,0.6940550037792751,0.5352641058211424,0.515625,15.712248802185059,0.6575610637664795
44,0.6881086126882203,0.6932227696691241,0.5383684726393952,0.5089285714285714,15.99749755859375,0.5466612577438354
45,0.6887691793393116,0.6939478431429181,0.5364552073332728,0.5159005721410116,16.266605377197266,0.5558828711509705
46,0.6868211554021252,0.694612307207925,0.5396064678016974,0.5098104051181248,16.590740203857422,0.7775127291679382
47,0.6863748461616282,0.6942485400608608,0.5400754052157305,0.5138062181926909,16.85821533203125,0.6801053881645203
48,0.6868596216853784,0.692983071009318,0.5379276713546441,0.513530643213363,17.160003662109375,0.6793094873428345
49,0.6882241727138052,0.6922135892368498,0.5350108794411834,0.5095348329771132,17.361719131469727,0.6906678676605225
50,0.686359491883492,0.6960179493540809,0.5475033764936486,0.5266479282152086,17.606740951538086,0.6487352252006531
