net.0.weight,net.2.weight,net.4.weight
4.686829566955566,4.613194465637207,0.8191776871681213
4.736886501312256,4.621580600738525,0.8052470088005066
4.804990768432617,4.632601261138916,0.8021641969680786
4.887330055236816,4.643675804138184,0.7971831560134888
4.963900089263916,4.662176609039307,0.791576087474823
5.065889358520508,4.668423652648926,0.775220513343811
5.195400238037109,4.681582450866699,0.769797682762146
5.33594274520874,4.694777488708496,0.769525945186615
5.496196746826172,4.706531047821045,0.7566480040550232
5.6535491943359375,4.720364093780518,0.7557758688926697
5.812575340270996,4.731268405914307,0.7537623643875122
5.96903133392334,4.743086814880371,0.7550963163375854
6.134098052978516,4.7524638175964355,0.7544399499893188
6.334290981292725,4.765227317810059,0.7535274028778076
6.511176109313965,4.774331092834473,0.7544743418693542
6.739088535308838,4.789465427398682,0.7553530335426331
6.979548931121826,4.814294815063477,0.7459587454795837
7.239500045776367,4.827199459075928,0.7506055235862732
7.513623237609863,4.847128391265869,0.749141275882721
7.808499813079834,4.857439994812012,0.7519214749336243
8.09969711303711,4.870963096618652,0.7725973725318909
8.39901065826416,4.905405044555664,0.7961758375167847
8.70970344543457,4.933487892150879,0.8158473968505859
9.01873779296875,4.977287769317627,0.8056900501251221
9.295612335205078,4.9899210929870605,0.8194454312324524
9.607449531555176,5.009089946746826,0.8323368430137634
9.906306266784668,5.0444536209106445,0.864162266254425
10.202013969421387,5.069525241851807,0.9012960195541382
10.45034122467041,5.099502086639404,0.9063296914100647
10.770084381103516,5.116379737854004,0.9489089250564575
11.114422798156738,5.1469244956970215,0.9846246242523193
11.499397277832031,5.191475868225098,1.0220997333526611
11.688575744628906,5.222822666168213,0.9894413948059082
11.92782211303711,5.259051322937012,1.0220221281051636
12.252290725708008,5.287527561187744,1.0552359819412231
12.541864395141602,5.310338973999023,1.107264757156372
12.862627029418945,5.322726249694824,1.1426947116851807
13.127284049987793,5.335794925689697,1.1596287488937378
13.398324966430664,5.359466075897217,1.2163946628570557
13.73625659942627,5.3803229331970215,1.256973385810852
14.054496765136719,5.405323028564453,1.3150612115859985
14.345918655395508,5.430075168609619,1.3161332607269287
14.638577461242676,5.445241928100586,1.3614752292633057
14.931204795837402,5.466846466064453,1.4104187488555908
15.21118450164795,5.479961395263672,1.4359729290008545
15.540334701538086,5.516301155090332,1.4769996404647827
15.81192398071289,5.542243480682373,1.5080392360687256
16.116994857788086,5.58533239364624,1.5410513877868652
16.317852020263672,5.60912561416626,1.586390495300293
16.566627502441406,5.63128662109375,1.615436315536499
