net.0.weight,net.2.weight,net.4.weight
6.53368616104126,6.424256801605225,0.7874574065208435
6.567801475524902,6.361349582672119,0.8040288686752319
6.62788724899292,6.340576648712158,0.8448785543441772
6.7209343910217285,6.36688756942749,0.9077810049057007
6.827864170074463,6.416352272033691,0.9797354340553284
6.964513301849365,6.502894878387451,1.0737706422805786
7.122490882873535,6.630551815032959,1.194975733757019
7.2906599044799805,6.780946254730225,1.3081365823745728
7.4766526222229,6.9566650390625,1.4548958539962769
7.650299072265625,7.148433685302734,1.6011221408843994
7.830240249633789,7.329133987426758,1.7456142902374268
