feature,importance
ema_12,0.02994946244871244
ema_26,0.02948114840546623
ema_diff,0.029276574263349175
log_returns,0.029462289006914943
momentum_10,0.029965109133627266
returns,0.02963634248590097
roc_5,0.029198593052569777
sma_20,0.02962781727546826
sma_5,0.03005725215189159
