net.0.weight,net.2.weight,net.4.weight
4.70560884475708,4.520866870880127,0.7915438413619995
4.807498931884766,4.487497329711914,0.796937108039856
4.94301176071167,4.48666524887085,0.8107430934906006
5.108615875244141,4.499044418334961,0.8505772352218628
5.30355978012085,4.536951541900635,0.8852425813674927
5.54115104675293,4.594120025634766,0.927486777305603
5.768163204193115,4.658808708190918,0.9675479531288147
6.015646934509277,4.742700576782227,1.0211448669433594
6.279960632324219,4.842642307281494,1.0954865217208862
6.538882255554199,4.946836471557617,1.1572147607803345
6.797553539276123,5.062535762786865,1.2303178310394287
