net.0.weight,net.2.weight,net.4.weight
6.567608833312988,6.539330959320068,0.791041910648346
6.635706901550293,6.576489448547363,0.8100581765174866
6.727173805236816,6.638819694519043,0.8524302244186401
6.846604347229004,6.727758884429932,0.9163435101509094
6.979724884033203,6.8344502449035645,0.9812777042388916
7.1290740966796875,6.964099884033203,1.0835884809494019
7.297330856323242,7.114918231964111,1.1911280155181885
7.4754533767700195,7.27921724319458,1.3096030950546265
7.6564531326293945,7.453084945678711,1.436065435409546
7.834470272064209,7.62468957901001,1.560710072517395
8.008919715881348,7.803875923156738,1.7021678686141968
