episode,reward,hold_rate,accuracy,entropy,grad_norm,delta_weight_norm,weight_norm
1,-0.47400000000000003,0.435,0.48672566371681414,0.6878635883331299,3.838544000600696,0.10670849680900574,9.2998628616333
2,-0.47700000000000004,0.48,0.4807692307692308,0.6877553462982178,4.38168038944618,0.07454585283994675,9.300557136535645
3,-0.23200000000000004,0.43,0.631578947368421,0.6892610788345337,2.2674215549851002,0.06002955138683319,9.301488876342773
4,-0.39399999999999996,0.46,0.5370370370370371,0.6899043917655945,1.902312089086719,0.050677984952926636,9.302589416503906
5,-0.405,0.5,0.53,0.6899899244308472,2.3705508079818545,0.04466486722230911,9.303585052490234
6,-0.29500000000000004,0.475,0.6,0.6892338991165161,1.3482580625973963,0.039486706256866455,9.304485321044922
7,-0.447,0.455,0.5045871559633027,0.6888086795806885,1.552239696836751,0.036873817443847656,9.305415153503418
8,-0.556,0.465,0.3925233644859813,0.683853268623352,2.9266350884163628,0.03588629141449928,9.306554794311523
9,-0.402,0.455,0.5321100917431193,0.6876606345176697,0.5985778400826621,0.03235890343785286,9.307716369628906
10,-0.354,0.41,0.559322033898305,0.6880136132240295,0.6364291544411267,0.028882838785648346,9.308810234069824
11,-0.335,0.45,0.5727272727272728,0.6874815225601196,0.2921762792603937,0.02575688809156418,9.309842109680176
12,-0.3710000000000001,0.54,0.5543478260869565,0.6884384155273438,2.02479367962321,0.02629105933010578,9.31082820892334
13,-0.43700000000000006,0.48,0.5096153846153846,0.687923014163971,1.3111457005256553,0.025355298072099686,9.311907768249512
14,-0.40700000000000003,0.405,0.5294117647058824,0.6765168905258179,0.4064482054541074,0.02304162085056305,9.312912940979004
15,-0.42400000000000004,0.46,0.5185185185185185,0.6881610155105591,0.5491669727395454,0.021302832290530205,9.313858032226562
16,-0.5670000000000001,0.53,0.4148936170212766,0.6881728172302246,2.6233055998469976,0.0243870560079813,9.314920425415039
17,-0.52,0.425,0.4608695652173913,0.6781842112541199,1.0628322512793777,0.0237418282777071,9.315939903259277
18,-0.382,0.505,0.5454545454545454,0.6852689385414124,0.6465056525073477,0.022634465247392654,9.316949844360352
19,-0.44900000000000007,0.385,0.5040650406504065,0.6799861192703247,1.0517792270281014,0.02018430270254612,9.317794799804688
20,-0.40099999999999997,0.465,0.5327102803738317,0.6819683909416199,0.17855250635983252,0.0184917114675045,9.318592071533203
21,-0.51,0.425,0.46956521739130436,0.6844896078109741,1.0019676057689066,0.01819208264350891,9.319292068481445
22,-0.302,0.405,0.5882352941176471,0.6805212497711182,0.3671400135485491,0.017134737223386765,9.320000648498535
