epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6960871324819677,0.7132217288017273,0.5202205882352942,0.4646381586790085,6.660202980041504,0.44499078392982483
2,0.6976528027478386,0.6907027661800385,0.4852941176470588,0.5353618413209915,6.662692070007324,0.28212451934814453
