feature,lag,importance
returns,15,0.050775691866874695
log_returns,15,0.04802670329809189
volatility,15,0.04338708892464638
range,15,0.048993006348609924
volume,15,0.04188518226146698
ema_diff,15,0.046339381486177444
rsi_14,15,0.04784543439745903
returns,14,0.04550880193710327
log_returns,14,0.044972632080316544
volatility,14,0.045560166239738464
range,14,0.04960278421640396
volume,14,0.04347819834947586
ema_diff,14,0.04760855808854103
rsi_14,14,0.043054163455963135
returns,13,0.05211331322789192
log_returns,13,0.04568803310394287
volatility,13,0.04617055878043175
range,13,0.04775669425725937
volume,13,0.04658310487866402
ema_diff,13,0.0433591865003109
rsi_14,13,0.04731232672929764
returns,12,0.04566767439246178
log_returns,12,0.04539605975151062
volatility,12,0.0533440075814724
range,12,0.04767428711056709
volume,12,0.05041079968214035
ema_diff,12,0.04733886942267418
rsi_14,12,0.0513073168694973
returns,11,0.0467102937400341
log_returns,11,0.04499409347772598
volatility,11,0.043247152119874954
range,11,0.04747828096151352
volume,11,0.04909379407763481
ema_diff,11,0.038428038358688354
rsi_14,11,0.049019284546375275
returns,10,0.04248170182108879
log_returns,10,0.048592936247587204
volatility,10,0.050220001488924026
range,10,0.04602692648768425
volume,10,0.04222012311220169
ema_diff,10,0.04143863916397095
rsi_14,10,0.04940789192914963
returns,9,0.05249850079417229
log_returns,9,0.04541005939245224
volatility,9,0.043439120054244995
range,9,0.05533928424119949
volume,9,0.04623647779226303
ema_diff,9,0.044933415949344635
rsi_14,9,0.042555660009384155
returns,8,0.04935741797089577
log_returns,8,0.052286989986896515
volatility,8,0.04868554323911667
range,8,0.048835091292858124
volume,8,0.051684439182281494
ema_diff,8,0.04592837765812874
rsi_14,8,0.053904447704553604
returns,7,0.04628291353583336
log_returns,7,0.04457804933190346
volatility,7,0.04880566522479057
range,7,0.05106749385595322
volume,7,0.048890579491853714
ema_diff,7,0.04993349313735962
rsi_14,7,0.05012575909495354
returns,6,0.048392392694950104
log_returns,6,0.04715573415160179
volatility,6,0.040469419211149216
range,6,0.04666457325220108
volume,6,0.05257599428296089
ema_diff,6,0.04723736643791199
rsi_14,6,0.047581154853105545
returns,5,0.04992751032114029
log_returns,5,0.04879240319132805
volatility,5,0.050494659692049026
range,5,0.04993348568677902
volume,5,0.046032022684812546
ema_diff,5,0.04632987454533577
rsi_14,5,0.046563632786273956
returns,4,0.047305040061473846
log_returns,4,0.05102129280567169
volatility,4,0.047913726419210434
range,4,0.048176877200603485
volume,4,0.04899168014526367
ema_diff,4,0.05337299406528473
rsi_14,4,0.043864525854587555
returns,3,0.048871129751205444
log_returns,3,0.04725181311368942
volatility,3,0.043827932327985764
range,3,0.04811287298798561
volume,3,0.04859425127506256
ema_diff,3,0.04526812583208084
rsi_14,3,0.04980316013097763
returns,2,0.04850685968995094
log_returns,2,0.045952148735523224
volatility,2,0.04809725657105446
range,2,0.045003391802310944
volume,2,0.047528207302093506
ema_diff,2,0.04452487826347351
rsi_14,2,0.04314521700143814
returns,1,0.05100104585289955
log_returns,1,0.05227005481719971
volatility,1,0.050536591559648514
range,1,0.04291892796754837
volume,1,0.04724789410829544
ema_diff,1,0.0482739582657814
rsi_14,1,0.04674998298287392
returns,0,0.05042509734630585
log_returns,0,0.051380690187215805
volatility,0,0.0434887669980526
range,0,0.04822394624352455
volume,0,0.05331268161535263
ema_diff,0,0.053775060921907425
rsi_14,0,0.047040682286024094
