episode,reward,hold_rate,accuracy,entropy,grad_norm,delta_weight_norm,weight_norm
1,-0.027249999999999996,0.445,0.4954954954954955,0.6890367865562439,0.3079660155373903,0.09433846920728683,6.618066787719727
2,0.075,0.5,0.6,0.6915919184684753,0.5984926639438778,0.07252148538827896,6.618984222412109
3,-0.02774999999999999,0.455,0.4954128440366973,0.6929137110710144,0.34118116889828537,0.06325045973062515,6.620530605316162
4,0.005499999999999998,0.49,0.5294117647058824,0.6929591298103333,0.15631707556938054,0.05109768733382225,6.6221699714660645
5,-0.03849999999999998,0.57,0.4883720930232558,0.6909360885620117,0.43047856362476467,0.04115603119134903,6.6231207847595215
6,0.01724999999999999,0.555,0.550561797752809,0.6914703249931335,0.045131529679527216,0.035205401480197906,6.624157428741455
7,-0.02649999999999998,0.53,0.5,0.6914171576499939,0.07020827492742956,0.031213684007525444,6.625234127044678
8,-0.07175000000000001,0.535,0.45161290322580644,0.6929824948310852,0.25593350775028834,0.03635171800851822,6.626135349273682
9,-0.01749999999999999,0.55,0.5111111111111111,0.6922534108161926,0.13014965310258905,0.033475112169981,6.627053260803223
10,0.03075000000000001,0.485,0.5533980582524272,0.6924285888671875,0.18318420431461763,0.03098330646753311,6.627866744995117
11,0.049750000000000016,0.505,0.5757575757575758,0.6927735805511475,0.25887192798563496,0.03128492832183838,6.6287336349487305
12,0.027750000000000004,0.545,0.5604395604395604,0.6930050253868103,0.17911911642864276,0.026823336258530617,6.629737377166748
13,0.047750000000000015,0.545,0.5824175824175825,0.6930872201919556,0.186151597639256,0.026316510513424873,6.63072395324707
14,-0.009749999999999995,0.495,0.5148514851485149,0.6930332779884338,0.038795863462143,0.02467937581241131,6.631721019744873
15,-0.04074999999999998,0.515,0.4845360824742268,0.693060576915741,0.058004844106616577,0.02338719367980957,6.632689476013184
16,-0.0075,0.55,0.5222222222222223,0.6930570602416992,0.12683998973854346,0.023245196789503098,6.633600234985352
17,-0.13124999999999998,0.525,0.3894736842105263,0.6929649114608765,1.0210135410847476,0.032245803624391556,6.634069919586182
18,-0.04174999999999999,0.535,0.4838709677419355,0.6924973726272583,0.132411522278192,0.031462445855140686,6.634637355804443
19,-0.061499999999999985,0.43,0.4649122807017544,0.6916435360908508,0.640945381084857,0.023648951202630997,6.635261058807373
20,0.01025000000000001,0.495,0.5346534653465347,0.690682053565979,0.35942160240467336,0.022964678704738617,6.63596248626709
21,0.012750000000000013,0.445,0.5315315315315315,0.6905556917190552,0.059430119964300865,0.02115766331553459,6.636687278747559
22,-0.0077499999999999765,0.455,0.5137614678899083,0.6910082697868347,0.06627766807174337,0.01938595436513424,6.637385368347168
23,0.035500000000000004,0.49,0.5588235294117647,0.6905223727226257,0.7478087160428684,0.027453089132905006,6.637972831726074
24,0.036500000000000005,0.47,0.5566037735849056,0.6913885474205017,0.1324894994802279,0.025796668604016304,6.638719081878662
25,0.008000000000000038,0.44,0.5267857142857143,0.6918973922729492,0.10261524210110352,0.0234741922467947,6.6394524574279785
26,0.007750000000000002,0.545,0.5384615384615384,0.6921041011810303,0.018112258352080083,0.02143082208931446,6.640183448791504
27,-0.08349999999999996,0.47,0.44339622641509435,0.6923602223396301,0.19929015358762334,0.021714581176638603,6.640933036804199
28,0.060250000000000005,0.495,0.5841584158415841,0.6923529505729675,0.27815766377339285,0.02485971711575985,6.641590118408203
29,-0.036,0.52,0.4895833333333333,0.6925510764122009,0.4427397951728749,0.024267571046948433,6.641964435577393
30,0.03925,0.515,0.5670103092783505,0.6925130486488342,0.439590190106645,0.022959144786000252,6.642410755157471
31,-0.01825,0.465,0.5046728971962616,0.6928033232688904,0.12083817448718313,0.020916564390063286,6.642810821533203
32,-0.023499999999999997,0.47,0.5,0.6929476857185364,0.08836351178504709,0.019182829186320305,6.643244743347168
33,-0.019249999999999993,0.485,0.5048543689320388,0.6929675340652466,0.10237611570013881,0.018190914765000343,6.643728733062744
34,0.022250000000000023,0.455,0.5412844036697247,0.6930437088012695,0.30366309304694605,0.017087839543819427,6.644087314605713
35,0.026000000000000013,0.48,0.5480769230769231,0.6929988861083984,0.19990711149244303,0.018886739388108253,6.644445896148682
36,-0.04124999999999998,0.525,0.4842105263157895,0.6929776072502136,0.2311633941525643,0.01971653662621975,6.644712448120117
37,-0.034999999999999976,0.5,0.49,0.6927273273468018,0.15843034064210945,0.019769864156842232,6.6450114250183105
38,-0.018750000000000006,0.475,0.5047619047619047,0.6926002502441406,0.06156807320004455,0.01801561564207077,6.645355224609375
39,0.002250000000000014,0.455,0.5229357798165137,0.6919946074485779,0.37399250837543113,0.023584479466080666,6.645700454711914
40,-0.014499999999999975,0.49,0.5098039215686274,0.6916019320487976,0.08446333603730033,0.022531619295477867,6.646050930023193
41,-0.034999999999999976,0.5,0.49,0.6903101205825806,0.07149677773358652,0.021764660254120827,6.646426200866699
