net.0.weight,net.2.weight,net.4.weight
4.636561393737793,4.657824993133545,0.8017746210098267
4.673591136932373,4.673058032989502,0.80877286195755
4.743464469909668,4.705843448638916,0.8381413817405701
4.832889080047607,4.747060298919678,0.879492461681366
4.933298587799072,4.808361530303955,0.9347928166389465
5.053601264953613,4.888545036315918,1.0154393911361694
5.183846950531006,4.985147476196289,1.1009045839309692
5.333739280700684,5.0955071449279785,1.2086018323898315
5.480081081390381,5.208970069885254,1.3180299997329712
5.629190921783447,5.337954044342041,1.4391506910324097
5.778539180755615,5.461538791656494,1.5590736865997314
5.920737266540527,5.590652942657471,1.6885643005371094
