feature,lag,importance
returns,31,0.03415457159280777
log_returns,31,0.0323779322206974
volatility,31,0.029541337862610817
range,31,0.034770820289850235
volume,31,0.03300348296761513
ema_diff,31,0.03222943842411041
rsi_14,31,0.03576512634754181
returns,30,0.035767946392297745
log_returns,30,0.03194344788789749
volatility,30,0.03285905718803406
range,30,0.03507149964570999
volume,30,0.029306404292583466
ema_diff,30,0.03094976767897606
rsi_14,30,0.032763898372650146
returns,29,0.034203894436359406
log_returns,29,0.02964974381029606
volatility,29,0.03586664795875549
range,29,0.03344817832112312
volume,29,0.03202642500400543
ema_diff,29,0.031400274485349655
rsi_14,29,0.03426749259233475
returns,28,0.03156117722392082
log_returns,28,0.03600795939564705
volatility,28,0.037084441632032394
range,28,0.03375919535756111
volume,28,0.031159168109297752
ema_diff,28,0.03252639248967171
rsi_14,28,0.0333525724709034
returns,27,0.03331370651721954
log_returns,27,0.03294684737920761
volatility,27,0.03219970315694809
range,27,0.03283815085887909
volume,27,0.03407565876841545
ema_diff,27,0.029784414917230606
rsi_14,27,0.03540050983428955
returns,26,0.03485150635242462
log_returns,26,0.03590144217014313
volatility,26,0.036525238305330276
range,26,0.032187845557928085
volume,26,0.03320631384849548
ema_diff,26,0.03501909598708153
rsi_14,26,0.03403043746948242
returns,25,0.035813041031360626
log_returns,25,0.03445058688521385
volatility,25,0.031466998159885406
range,25,0.03470684587955475
volume,25,0.03326258808374405
ema_diff,25,0.03210614621639252
rsi_14,25,0.03408506140112877
returns,24,0.03136485442519188
log_returns,24,0.034249186515808105
volatility,24,0.032623328268527985
range,24,0.035016462206840515
volume,24,0.03597816079854965
ema_diff,24,0.03287498280405998
rsi_14,24,0.03570916876196861
returns,23,0.035631392151117325
log_returns,23,0.03152788430452347
volatility,23,0.03166428580880165
range,23,0.03503808379173279
volume,23,0.03296813741326332
ema_diff,23,0.03629067912697792
rsi_14,23,0.03379557281732559
returns,22,0.03387165069580078
log_returns,22,0.03273756802082062
volatility,22,0.0341995507478714
range,22,0.03302957862615585
volume,22,0.03719276562333107
ema_diff,22,0.034687358886003494
rsi_14,22,0.03066885471343994
returns,21,0.03657184913754463
log_returns,21,0.03455314412713051
volatility,21,0.03268662095069885
range,21,0.03178592026233673
volume,21,0.03255804628133774
ema_diff,21,0.03498220443725586
rsi_14,21,0.034176260232925415
returns,20,0.03445504978299141
log_returns,20,0.032653067260980606
volatility,20,0.032856717705726624
range,20,0.03425903245806694
volume,20,0.03131157159805298
ema_diff,20,0.03515290841460228
rsi_14,20,0.031304627656936646
returns,19,0.03429115563631058
log_returns,19,0.0356440544128418
volatility,19,0.03325943276286125
range,19,0.03191390633583069
volume,19,0.03519146516919136
ema_diff,19,0.03144747391343117
rsi_14,19,0.03215191513299942
returns,18,0.03242429345846176
log_returns,18,0.034783389419317245
volatility,18,0.03544352948665619
range,18,0.034133464097976685
volume,18,0.03284575045108795
ema_diff,18,0.03250008821487427
rsi_14,18,0.03160378336906433
returns,17,0.034792397171258926
log_returns,17,0.034174706786870956
volatility,17,0.03298348933458328
range,17,0.03241778537631035
volume,17,0.032528769224882126
ema_diff,17,0.034477926790714264
rsi_14,17,0.03230530768632889
returns,16,0.03148370236158371
log_returns,16,0.03520221635699272
volatility,16,0.03385373204946518
range,16,0.03394640237092972
volume,16,0.033163249492645264
ema_diff,16,0.034284912049770355
rsi_14,16,0.0318094827234745
returns,15,0.03185425326228142
log_returns,15,0.030541714280843735
volatility,15,0.03416980057954788
range,15,0.032688241451978683
volume,15,0.03461698815226555
ema_diff,15,0.032635319977998734
rsi_14,15,0.03228818252682686
returns,14,0.03589293360710144
log_returns,14,0.034662358462810516
volatility,14,0.034850191324949265
range,14,0.03254663944244385
volume,14,0.032982371747493744
ema_diff,14,0.032847557216882706
rsi_14,14,0.0308108888566494
returns,13,0.036745112389326096
log_returns,13,0.03190353512763977
volatility,13,0.031717512756586075
range,13,0.03550303354859352
volume,13,0.03349999338388443
ema_diff,13,0.03353198617696762
rsi_14,13,0.035605818033218384
returns,12,0.03465826064348221
log_returns,12,0.03646485134959221
volatility,12,0.03389963135123253
range,12,0.03298620507121086
volume,12,0.03514385595917702
ema_diff,12,0.0371016301214695
rsi_14,12,0.03301594778895378
returns,11,0.034518174827098846
log_returns,11,0.03338271751999855
volatility,11,0.03538117930293083
range,11,0.03230812028050423
volume,11,0.03261493518948555
ema_diff,11,0.03085809201002121
rsi_14,11,0.033901214599609375
returns,10,0.03318142890930176
log_returns,10,0.03183705359697342
volatility,10,0.0354626439511776
range,10,0.033913515508174896
