net.0.weight,net.2.weight,net.4.weight
4.641604900360107,4.604439735412598,0.8024922609329224
4.686923980712891,4.624868392944336,0.8207575678825378
4.755836009979248,4.662176609039307,0.8556131720542908
4.846817493438721,4.7205023765563965,0.9084131121635437
4.946467876434326,4.786738395690918,0.9649957418441772
5.055717945098877,4.859045028686523,1.0256009101867676
5.174444198608398,4.945927619934082,1.1011806726455688
5.300734519958496,5.043783664703369,1.1873164176940918
5.433673858642578,5.149371147155762,1.2828539609909058
5.568217754364014,5.261537551879883,1.3836761713027954
5.701351642608643,5.374849319458008,1.480332374572754
5.8280510902404785,5.493526458740234,1.5913304090499878
