net.0.weight,net.2.weight,net.4.weight
4.616508960723877,4.526796817779541,0.8287512063980103
4.632465839385986,4.490769863128662,0.8431631326675415
4.664377689361572,4.475594997406006,0.8708654642105103
4.700242519378662,4.475002288818359,0.904816210269928
4.749749183654785,4.496886253356934,0.9518486857414246
4.80500602722168,4.5291948318481445,1.0036096572875977
4.867472171783447,4.573348045349121,1.0576943159103394
4.933961868286133,4.620582580566406,1.1183708906173706
5.003506660461426,4.683757781982422,1.190423846244812
5.072615146636963,4.748254776000977,1.259903073310852
5.143689155578613,4.819419860839844,1.3358765840530396
5.223340034484863,4.901816368103027,1.4188324213027954
5.302040100097656,4.988236904144287,1.5010499954223633
