net.0.weight,net.2.weight,net.4.weight
6.574234962463379,6.374462604522705,0.7314234972000122
6.680557727813721,6.276422023773193,0.7643629908561707
6.884873390197754,6.271705627441406,0.7990096211433411
7.154337406158447,6.330250263214111,0.8811012506484985
7.505935192108154,6.457458972930908,0.9752548933029175
7.893815517425537,6.6386942863464355,1.101572036743164
8.296195030212402,6.87890625,1.2445281744003296
8.755720138549805,7.160326957702637,1.3982319831848145
9.18923282623291,7.4658918380737305,1.5901983976364136
9.614151000976562,7.7942795753479,1.7367111444473267
10.039856910705566,8.112411499023438,1.928453803062439
