net.0.weight,net.2.weight,net.4.weight
4.7156877517700195,4.67816686630249,0.7795850038528442
4.851388931274414,4.721683979034424,0.8063896298408508
5.042972087860107,4.796825408935547,0.84186851978302
5.273715972900391,4.888748645782471,0.8992483615875244
5.548397064208984,5.038701057434082,0.9813551306724548
5.852527618408203,5.198541641235352,1.0850932598114014
6.184575080871582,5.397904872894287,1.2042913436889648
6.530300140380859,5.601587295532227,1.326865553855896
6.853967666625977,5.8101372718811035,1.4797359704971313
7.178043365478516,6.034755706787109,1.6304761171340942
7.492287635803223,6.249748706817627,1.784966230392456
