net.0.weight,net.2.weight,net.4.weight
4.63517427444458,4.483532905578613,0.806242823600769
4.689655780792236,4.444349765777588,0.8274262547492981
4.783324718475342,4.445055961608887,0.8756368160247803
4.8893208503723145,4.474688529968262,0.935486376285553
5.028087615966797,4.543800354003906,1.0104217529296875
5.168807029724121,4.622535228729248,1.0827357769012451
5.330037593841553,4.730257034301758,1.1731797456741333
5.5003814697265625,4.8342719078063965,1.2450411319732666
5.672091007232666,4.970775127410889,1.3563220500946045
5.842110633850098,5.09957218170166,1.4598535299301147
6.015934467315674,5.254983425140381,1.5694230794906616
6.192812442779541,5.414689064025879,1.6938005685806274
