threshold,delta_min,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,score
0.45,0.02,0.34615384615384615,0.6538461538461539,0.5453431372549019,0.8325320512820513,0.5623987034035657,0.49246231155778897,0.059714132355358295
0.46,0.02,0.3485576923076923,0.6514423076923077,0.5448954489544895,0.7467948717948718,0.5626016260162602,0.4898989898989899,0.08987970496383957
0.47000000000000003,0.02,0.3501602564102564,0.6498397435897436,0.5450061652281134,0.6402243589743589,0.5628058727569332,0.4898989898989899,0.12742053952991453
0.48000000000000004,0.02,0.359775641025641,0.6402243589743589,0.5394242803504381,0.49038461538461536,0.5564784053156147,0.4873096446700508,0.17599697978303747
0.49000000000000005,0.02,0.38060897435897434,0.6193910256410257,0.5407503234152652,0.30689102564102566,0.5603448275862069,0.48186528497409326,0.23214707634779747
0.5,0.02,0.4326923076923077,0.5673076923076923,0.5451977401129944,0.13141025641025642,0.5684410646387833,0.47802197802197804,0.26865035338593035
0.51,0.02,0.5272435897435898,0.47275641025641024,0.5423728813559322,0.04567307692307692,0.5609195402298851,0.49032258064516127,0.24469921104536488
0.52,0.02,0.6586538461538461,0.34134615384615385,0.528169014084507,0.008012820512820512,0.5439739413680782,0.48739495798319327,0.1788438424556213
0.53,0.02,0.7836538461538461,0.21634615384615385,0.5518518518518518,0.0016025641025641025,0.57,0.5,0.11919969386916501
0.54,0.02,0.875801282051282,0.12419871794871795,0.5290322580645161,0.0016025641025641025,0.5462962962962963,0.48936170212765956,0.06559983152531229
0.55,0.02,0.9334935897435898,0.06650641025641026,0.5180722891566265,0.0,0.5254237288135594,0.5,0.03445512820512821
0.56,0.02,0.9623397435897436,0.03766025641025641,0.574468085106383,0.0,0.6,0.5294117647058824,0.021634615384615384
0.5700000000000001,0.02,0.9783653846153846,0.021634615384615384,0.7037037037037037,0.0,0.8235294117647058,0.5,0.015224358974358974
0.5800000000000001,0.02,0.9847756410256411,0.015224358974358974,0.7894736842105263,0.0,0.8461538461538461,0.6666666666666666,0.01201923076923077
0.5900000000000001,0.02,0.9895833333333334,0.010416666666666666,0.7692307692307693,0.0,0.8,0.6666666666666666,0.008012820512820512
0.6000000000000001,0.02,0.9919871794871795,0.008012820512820512,0.8,0.0,0.7777777777777778,1.0,0.00641025641025641
0.6100000000000001,0.02,0.9943910256410257,0.005608974358974359,0.7142857142857143,0.0,0.6666666666666666,1.0,0.004006410256410257
0.6200000000000001,0.02,0.9951923076923077,0.004807692307692308,0.6666666666666666,0.0,0.6666666666666666,0.0,0.003205128205128205
0.6300000000000001,0.02,0.9959935897435898,0.004006410256410256,0.8,0.0,0.8,0.0,0.003205128205128205
0.6400000000000001,0.02,0.9959935897435898,0.004006410256410256,0.8,0.0,0.8,0.0,0.003205128205128205
0.6500000000000001,0.02,0.9975961538461539,0.002403846153846154,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0016025641025641025
0.6600000000000001,0.02,0.999198717948718,0.0008012820512820513,1.0,0.0,1.0,0.0,0.0008012820512820513
0.6700000000000002,0.02,0.999198717948718,0.0008012820512820513,1.0,0.0,1.0,0.0,0.0008012820512820513
0.6800000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7100000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7200000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7300000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7400000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7500000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.04,0.5833333333333334,0.4166666666666667,0.5365384615384615,0.8325320512820513,0.5433255269320844,0.5053763440860215,0.03743874815088757
0.46,0.04,0.5841346153846154,0.41586538461538464,0.5375722543352601,0.7467948717948718,0.5446009389671361,0.5053763440860215,0.05660595414201183
0.47000000000000003,0.04,0.5849358974358975,0.4150641025641026,0.5386100386100386,0.6402243589743589,0.5458823529411765,0.5053763440860215,0.08043061205621305
0.48000000000000004,0.04,0.5881410256410257,0.41185897435897434,0.5350194552529183,0.49038461538461536,0.542654028436019,0.5,0.1122950567061144
0.49000000000000005,0.04,0.5953525641025641,0.4046474358974359,0.5386138613861386,0.30689102564102566,0.5483091787439613,0.4945054945054945,0.1510622123602893
0.5,0.04,0.6153846153846154,0.38461538461538464,0.5416666666666666,0.13141025641025642,0.5512820512820513,0.5,0.1809561965811966
0.51,0.04,0.6530448717948718,0.3469551282051282,0.5473441108545035,0.04567307692307692,0.5549295774647888,0.5128205128205128,0.1812303531804734
0.52,0.04,0.7283653846153846,0.27163461538461536,0.5309734513274337,0.008012820512820512,0.5393258426966292,0.5,0.14307507396449706
0.53,0.04,0.8092948717948718,0.1907051282051282,0.5546218487394958,0.0016025641025641025,0.5721925133689839,0.49019607843137253,0.10559972879684418
