threshold,delta_min,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,score
0.45,0.02,0.3066453162530024,0.6933546837469976,0.5323325635103926,0.8783026421136909,0.5699481865284974,0.5020833333333333,0.04491791992441032
0.46,0.02,0.3082465972778223,0.6917534027221778,0.53125,0.8118494795836669,0.5677083333333334,0.5020833333333333,0.06914418644603433
0.47000000000000003,0.02,0.31064851881505207,0.6893514811849479,0.5296167247386759,0.6701361088871097,0.5643044619422573,0.5020833333333333,0.12043069203160764
0.48000000000000004,0.02,0.31945556445156126,0.6805444355484388,0.5270588235294118,0.46837469975980783,0.5606469002695418,0.5010438413361169,0.1906870572518864
0.49000000000000005,0.02,0.3490792634107286,0.6509207365892714,0.5301353013530136,0.2610088070456365,0.5652173913043478,0.5042735042735043,0.25500816986655783
0.5,0.02,0.3939151321056846,0.6060848678943155,0.5270805812417437,0.10728582866293035,0.5625,0.5033112582781457,0.28518250949839136
0.51,0.02,0.49159327461969576,0.5084067253803043,0.5354330708661418,0.0344275420336269,0.5726141078838174,0.5126903553299492,0.26284598535513765
0.52,0.02,0.6180944755804644,0.3819055244195356,0.5513626834381551,0.009607686148919135,0.6114285714285714,0.5165562913907285,0.20854537913757745
0.53,0.02,0.7357886309047238,0.2642113690952762,0.5545454545454546,0.004803843074459567,0.5932203389830508,0.5330188679245284,0.1458133680683538
0.54,0.02,0.8246597277822257,0.1753402722177742,0.6027397260273972,0.0032025620496397116,0.6388888888888888,0.5850340136054422,0.10534608631661131
0.55,0.02,0.8919135308246597,0.10808646917534027,0.5777777777777777,0.0024019215372297837,0.6046511627906976,0.5652173913043478,0.06229996006412816
0.56,0.02,0.9351481184947958,0.06485188150520416,0.5802469135802469,0.0024019215372297837,0.6363636363636364,0.5416666666666666,0.03753971952582082
0.5700000000000001,0.02,0.9567654123298639,0.04323458767013611,0.5555555555555556,0.0008006405124099279,0.6666666666666666,0.4666666666666667,0.02399998461539448
0.5800000000000001,0.02,0.9679743795036029,0.032025620496397116,0.6,0.0,0.631578947368421,0.5714285714285714,0.01921537229783827
0.5900000000000001,0.02,0.9791833466773419,0.020816653322658127,0.5384615384615384,0.0,0.6,0.45454545454545453,0.01120896717373899
0.6000000000000001,0.02,0.9839871897518014,0.016012810248198558,0.55,0.0,0.6363636363636364,0.4444444444444444,0.008807045636509208
0.6100000000000001,0.02,0.9895916733386709,0.010408326661329063,0.46153846153846156,0.0,0.5714285714285714,0.3333333333333333,0.004803843074459568
0.6200000000000001,0.02,0.9935948759007206,0.006405124099279423,0.375,0.0,0.3333333333333333,0.4,0.0024019215372297837
0.6300000000000001,0.02,0.9959967974379503,0.0040032025620496394,0.6,0.0,0.5,0.6666666666666666,0.0024019215372297837
0.6400000000000001,0.02,0.9967974379503602,0.0032025620496397116,0.75,0.0,1.0,0.6666666666666666,0.0024019215372297837
0.6500000000000001,0.02,0.9967974379503602,0.0032025620496397116,0.75,0.0,1.0,0.6666666666666666,0.0024019215372297837
0.6600000000000001,0.02,0.9967974379503602,0.0032025620496397116,0.75,0.0,1.0,0.6666666666666666,0.0024019215372297837
0.6700000000000002,0.02,0.9975980784627703,0.0024019215372297837,0.6666666666666666,0.0,1.0,0.5,0.0016012810248198558
0.6800000000000002,0.02,0.9983987189751802,0.0016012810248198558,1.0,0.0,1.0,1.0,0.0016012810248198558
