episode,reward,hold_rate,accuracy,entropy,grad_norm,delta_weight_norm,weight_norm
1,-0.398,0.495,0.5346534653465347,0.6927241086959839,1.8236080927469098,0.08819630742073059,9.322019577026367
2,-0.502,0.505,0.46464646464646464,0.6915068030357361,6.230965227486763,0.0632098838686943,9.322190284729004
3,-0.45400000000000007,0.535,0.4946236559139785,0.6923072934150696,2.142873217474085,0.0496763251721859,9.32278823852539
4,-0.3960000000000001,0.515,0.5360824742268041,0.6920164823532104,1.6332629384386164,0.04255799949169159,9.323333740234375
5,-0.41200000000000003,0.505,0.5252525252525253,0.6926255822181702,0.9082764723735077,0.036066919565200806,9.323920249938965
6,-0.42800000000000005,0.57,0.5116279069767442,0.6920222043991089,1.86951060082376,0.03155117109417915,9.324555397033691
7,-0.45600000000000007,0.515,0.4948453608247423,0.6910461783409119,0.9860795884593866,0.029426705092191696,9.325173377990723
8,-0.56,0.525,0.4,0.691965639591217,1.671520833542767,0.02832575887441635,9.325824737548828
9,-0.3390000000000001,0.46,0.5648148148148148,0.6920220851898193,0.21107838977846566,0.0252026729285717,9.3264799118042
10,-0.629,0.51,0.37755102040816324,0.6926978826522827,0.9231519218742957,0.023616474121809006,9.327098846435547
11,-0.41900000000000004,0.51,0.5204081632653061,0.6868652105331421,0.7505655645700366,0.021498557180166245,9.327648162841797
12,-0.507,0.48,0.46153846153846156,0.6912611722946167,1.2954068375312278,0.020120587199926376,9.328219413757324
13,-0.48700000000000004,0.53,0.46808510638297873,0.685714840888977,1.2392067756629161,0.020203281193971634,9.328863143920898
14,-0.42400000000000004,0.51,0.5102040816326531,0.6849837303161621,0.621891805179977,0.018701599910855293,9.329504013061523
15,-0.44900000000000007,0.51,0.5,0.6847600936889648,0.780869091456984,0.017687538638710976,9.330087661743164
16,-0.49900000000000005,0.535,0.46236559139784944,0.6912055015563965,0.5819785894332937,0.016683464869856834,9.330648422241211
17,-0.556,0.565,0.41379310344827586,0.6901918053627014,1.4868991653580736,0.016893770545721054,9.33113956451416
18,-0.319,0.61,0.6025641025641025,0.6907461881637573,0.9933256136541669,0.01638668030500412,9.331668853759766
19,-0.49400000000000005,0.585,0.4578313253012048,0.6913002133369446,0.5724492618190434,0.01464624609798193,9.33216667175293
20,-0.4760000000000001,0.565,0.47126436781609193,0.6882463693618774,0.5215317968576674,0.013753658160567284,9.332602500915527
21,-0.335,0.525,0.5789473684210527,0.6908953785896301,0.49704556436202413,0.013687667436897755,9.333057403564453
22,-0.6480000000000001,0.545,0.3516483516483517,0.6924525499343872,1.3958757925246064,0.015943005681037903,9.333521842956543
23,-0.525,0.575,0.43529411764705883,0.6815164685249329,0.915579574826853,0.016128726303577423,9.333882331848145
24,-0.42700000000000005,0.505,0.5151515151515151,0.6907616257667542,0.06313801827553708,0.014713402837514877,9.334234237670898
25,-0.555,0.5,0.43,0.6888137459754944,0.7575512153112138,0.014262041077017784,9.33459758758545
