threshold,delta_min,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,score
0.45,0.02,0.30528846153846156,0.6947115384615384,0.544405997693195,0.7339743589743589,0.5527950310559007,0.5201793721973094,0.100612261669954
0.46,0.02,0.30528846153846156,0.6947115384615384,0.544405997693195,0.6185897435897436,0.5527950310559007,0.5201793721973094,0.14425131492439186
0.47000000000000003,0.02,0.30528846153846156,0.6947115384615384,0.544405997693195,0.47435897435897434,0.5527950310559007,0.5201793721973094,0.19880013149243922
0.48000000000000004,0.02,0.31009615384615385,0.6899038461538461,0.5423925667828107,0.28205128205128205,0.5508607198748043,0.5180180180180181,0.26865548980933596
0.49000000000000005,0.02,0.3469551282051282,0.6530448717948718,0.5460122699386503,0.12419871794871795,0.5577889447236181,0.5137614678899083,0.3122849122698882
0.5,0.02,0.44310897435897434,0.5568910256410257,0.5510791366906475,0.040865384615384616,0.5582329317269076,0.5329949238578681,0.2943498058431953
0.51,0.02,0.5793269230769231,0.4206730769230769,0.5542857142857143,0.01201923076923077,0.5694822888283378,0.5189873417721519,0.23037051590236687
0.52,0.02,0.7003205128205128,0.29967948717948717,0.5641711229946524,0.00641025641025641,0.5764705882352941,0.5378151260504201,0.1679867274819198
0.53,0.02,0.8028846153846154,0.1971153846153846,0.556910569105691,0.003205128205128205,0.5662650602409639,0.5375,0.10942379602235372
0.54,0.02,0.8733974358974359,0.1266025641025641,0.6012658227848101,0.0016025641025641025,0.6355140186915887,0.5294117647058824,0.07599980481591058
0.55,0.02,0.9142628205128205,0.08573717948717949,0.6261682242990654,0.0016025641025641025,0.6811594202898551,0.5263157894736842,0.05359986234385272
0.56,0.02,0.9407051282051282,0.05929487179487179,0.6621621621621622,0.0,0.7391304347826086,0.5357142857142857,0.03926282051282051
0.5700000000000001,0.02,0.9623397435897436,0.03766025641025641,0.7446808510638298,0.0,0.8387096774193549,0.5625,0.028044871794871792
0.5800000000000001,0.02,0.9735576923076923,0.026442307692307692,0.7878787878787878,0.0,0.8260869565217391,0.7,0.020833333333333332
