feature,lag,importance
returns,31,0.031821317970752716
log_returns,31,0.03441806882619858
volatility,31,0.030795041471719742
volatility_20,31,0.036932528018951416
range,31,0.0309724360704422
volume_zscore_20,31,0.03323795273900032
atr_14,31,0.033368829637765884
returns,30,0.0316728912293911
log_returns,30,0.03588582202792168
volatility,30,0.033225759863853455
volatility_20,30,0.03698493540287018
range,30,0.029305536299943924
volume_zscore_20,30,0.03671163320541382
atr_14,30,0.03431956097483635
returns,29,0.037037644535303116
log_returns,29,0.03659489378333092
volatility,29,0.03285863995552063
volatility_20,29,0.034615062177181244
range,29,0.031656842678785324
volume_zscore_20,29,0.031207572668790817
atr_14,29,0.036254145205020905
returns,28,0.03175755590200424
log_returns,28,0.03320452198386192
volatility,28,0.03625873476266861
volatility_20,28,0.03126978129148483
range,28,0.03263620287179947
volume_zscore_20,28,0.03564048931002617
atr_14,28,0.03234163299202919
returns,27,0.03278451785445213
log_returns,27,0.030839500948786736
volatility,27,0.032620273530483246
volatility_20,27,0.033864494413137436
range,27,0.0330188162624836
volume_zscore_20,27,0.030077842995524406
atr_14,27,0.0321883000433445
returns,26,0.03377298638224602
log_returns,26,0.03190527483820915
volatility,26,0.034292545169591904
volatility_20,26,0.03642914444208145
range,26,0.032941073179244995
volume_zscore_20,26,0.03214522451162338
atr_14,26,0.03291674330830574
returns,25,0.03364616259932518
log_returns,25,0.03571609780192375
volatility,25,0.033486224710941315
volatility_20,25,0.029121575877070427
range,25,0.030160866677761078
volume_zscore_20,25,0.03252186253666878
atr_14,25,0.033052559942007065
returns,24,0.03224888816475868
log_returns,24,0.031180215999484062
volatility,24,0.03759241849184036
volatility_20,24,0.03420300409197807
range,24,0.032573048025369644
volume_zscore_20,24,0.032877903431653976
atr_14,24,0.03607530519366264
returns,23,0.0357658788561821
log_returns,23,0.030654169619083405
volatility,23,0.033733218908309937
volatility_20,23,0.034762922674417496
range,23,0.034968532621860504
volume_zscore_20,23,0.033772435039281845
atr_14,23,0.033385831862688065
returns,22,0.03591270372271538
log_returns,22,0.03291942924261093
volatility,22,0.030060889199376106
volatility_20,22,0.030966375023126602
range,22,0.029330052435398102
volume_zscore_20,22,0.032577741891145706
atr_14,22,0.028447693213820457
returns,21,0.03349669650197029
log_returns,21,0.03224287927150726
volatility,21,0.03274354711174965
volatility_20,21,0.031314775347709656
range,21,0.03462882339954376
volume_zscore_20,21,0.03898019343614578
atr_14,21,0.034855861216783524
returns,20,0.03219698742032051
log_returns,20,0.030881986021995544
volatility,20,0.0317680798470974
volatility_20,20,0.03833640366792679
range,20,0.03245507925748825
volume_zscore_20,20,0.036606140434741974
atr_14,20,0.030959105119109154
returns,19,0.03260044381022453
log_returns,19,0.030283816158771515
volatility,19,0.03546357899904251
volatility_20,19,0.034845028072595596
range,19,0.039762020111083984
volume_zscore_20,19,0.03354046121239662
atr_14,19,0.03371424227952957
returns,18,0.03304982930421829
log_returns,18,0.03576469048857689
volatility,18,0.0345737487077713
volatility_20,18,0.03570093587040901
range,18,0.030401796102523804
volume_zscore_20,18,0.03159308433532715
atr_14,18,0.037467408925294876
returns,17,0.03299763426184654
log_returns,17,0.031091896817088127
volatility,17,0.03256336599588394
volatility_20,17,0.02979411371052265
range,17,0.03275929018855095
volume_zscore_20,17,0.03256236016750336
atr_14,17,0.037968847900629044
returns,16,0.034266747534275055
log_returns,16,0.034596171230077744
volatility,16,0.033767689019441605
volatility_20,16,0.03473060578107834
range,16,0.027845915406942368
volume_zscore_20,16,0.03190888836979866
atr_14,16,0.03291364386677742
returns,15,0.03402175009250641
log_returns,15,0.03587700054049492
volatility,15,0.03530135005712509
volatility_20,15,0.03318827599287033
range,15,0.033870622515678406
volume_zscore_20,15,0.03138326108455658
atr_14,15,0.03131752833724022
returns,14,0.03777279704809189
log_returns,14,0.033194687217473984
volatility,14,0.029630407691001892
volatility_20,14,0.034120749682188034
range,14,0.031511664390563965
volume_zscore_20,14,0.03198205307126045
atr_14,14,0.028714627027511597
returns,13,0.036774106323719025
log_returns,13,0.03566408157348633
volatility,13,0.034077852964401245
volatility_20,13,0.030151695013046265
range,13,0.03195670619606972
volume_zscore_20,13,0.0339781828224659
atr_14,13,0.03415052592754364
returns,12,0.0326828770339489
log_returns,12,0.03310495615005493
volatility,12,0.03416198864579201
volatility_20,12,0.03563646227121353
range,12,0.033743374049663544
volume_zscore_20,12,0.03248061612248421
atr_14,12,0.03348001465201378
returns,11,0.03383496031165123
log_returns,11,0.03368930146098137
volatility,11,0.03368674963712692
volatility_20,11,0.03555744141340256
range,11,0.035815611481666565
volume_zscore_20,11,0.03161698952317238
atr_14,11,0.03409521281719208
returns,10,0.03303606063127518
log_returns,10,0.035116419196128845
volatility,10,0.033145032823085785
volatility_20,10,0.03596144914627075
range,10,0.03258172422647476
volume_zscore_20,10,0.031012868508696556
atr_14,10,0.03238027170300484
returns,9,0.034278858453035355
log_returns,9,0.0315023772418499
volatility,9,0.033197589218616486
volatility_20,9,0.03072594478726387
range,9,0.03831927850842476
volume_zscore_20,9,0.03616311773657799
atr_14,9,0.03307593613862991
returns,8,0.029564814642071724
log_returns,8,0.0315898172557354
volatility,8,0.035704899579286575
volatility_20,8,0.03128558397293091
range,8,0.0338805615901947
