episode,reward,hold_rate,accuracy,entropy,grad_norm,delta_weight_norm,weight_norm
1,-0.47400000000000003,0.435,0.48672566371681414,0.6885095238685608,3.7963168433900973,0.10662410408258438,9.300154685974121
2,-0.467,0.505,0.48484848484848486,0.6891711354255676,4.927670816311661,0.07321103662252426,9.300678253173828
3,-0.23199999999999998,0.43,0.631578947368421,0.6895370483398438,1.961828446206961,0.058359649032354355,9.30152416229248
4,-0.40900000000000003,0.46,0.5277777777777778,0.6907557249069214,2.0436140876900772,0.0495712049305439,9.302414894104004
5,-0.42700000000000005,0.505,0.5151515151515151,0.690282940864563,2.753521791683681,0.044294241815805435,9.303306579589844
6,-0.301,0.49,0.5980392156862745,0.6890875101089478,1.810099766906125,0.03899499401450157,9.304201126098633
7,-0.4760000000000001,0.465,0.48598130841121495,0.6898291110992432,1.7223627312446728,0.036201752722263336,9.305158615112305
8,-0.53,0.45,0.4090909090909091,0.6787006855010986,2.5628383242876587,0.0351649671792984,9.306283950805664
9,-0.39799999999999996,0.42,0.5344827586206896,0.6819071769714355,0.5294801485454105,0.031164487823843956,9.30734920501709
10,-0.35600000000000004,0.39,0.5573770491803278,0.684734046459198,0.6213131625192334,0.027557071298360825,9.308310508728027
11,-0.342,0.405,0.5630252100840336,0.680740475654602,0.3757817904242167,0.024395421147346497,9.309226036071777
12,-0.38300000000000006,0.495,0.5445544554455446,0.6859266757965088,1.8485552640726863,0.02529577910900116,9.31018352508545
13,-0.452,0.48,0.5,0.6868700981140137,1.4596901699227365,0.025293050333857536,9.311193466186523
14,-0.40800000000000003,0.395,0.5289256198347108,0.6681748628616333,0.40318514272373296,0.023202886804938316,9.312163352966309
15,-0.43300000000000005,0.445,0.5135135135135135,0.6863529682159424,0.6570995116945741,0.021766869351267815,9.313092231750488
16,-0.546,0.515,0.4329896907216495,0.6871156096458435,2.016810181117875,0.02309490367770195,9.314106941223145
17,-0.546,0.39,0.45081967213114754,0.6638382077217102,1.1993106651314416,0.023394880816340446,9.31513500213623
18,-0.41100000000000003,0.515,0.5257731958762887,0.6804399490356445,1.4984226465543746,0.02398952841758728,9.31620979309082
19,-0.5,0.325,0.48148148148148145,0.6675045490264893,1.7517586438819504,0.020981894806027412,9.3168363571167
20,-0.4,0.475,0.5333333333333333,0.6740444302558899,0.09004282699670052,0.019228076562285423,9.317447662353516
21,-0.5110000000000001,0.415,0.4700854700854701,0.6835022568702698,0.9884105337288421,0.01918516866862774,9.317992210388184
22,-0.305,0.375,0.584,0.672714352607727,0.4361813176465373,0.017420632764697075,9.31860065460205
23,-0.47800000000000004,0.445,0.4864864864864865,0.6692789793014526,1.197495350032288,0.016885166987776756,9.319406509399414
24,-0.335,0.4,0.5666666666666667,0.6672046780586243,0.3891070713306888,0.01535270269960165,9.320117950439453
25,-0.36400000000000005,0.385,0.5528455284552846,0.6600632071495056,0.38049686049580134,0.014825333841145039,9.320815086364746
26,-0.288,0.395,0.5867768595041323,0.6435308456420898,1.1137808975025347,0.014280782081186771,9.3212251663208
27,-0.44000000000000006,0.4,0.5083333333333333,0.6748664975166321,0.43596246143566036,0.01369304396212101,9.321563720703125
28,-0.38600000000000007,0.39,0.5409836065573771,0.6515663266181946,1.4027820456111395,0.015671832486987114,9.321921348571777
29,-0.42900000000000005,0.41,0.5169491525423728,0.6666588187217712,0.4595164322611168,0.01443101093173027,9.32225227355957
30,-0.37200000000000005,0.455,0.5504587155963303,0.6784260272979736,0.07407403839552312,0.013152031227946281,9.322578430175781
31,-0.376,0.415,0.5470085470085471,0.674282431602478,0.17042971621363684,0.011993800289928913,9.322885513305664
32,-0.45799999999999996,0.42,0.5,0.6769722104072571,0.9463050366808045,0.014167627319693565,9.323269844055176
33,-0.4210000000000001,0.415,0.5213675213675214,0.67166668176651,0.779766911107745,0.014186645857989788,9.323616981506348
34,-0.45,0.4,0.5,0.6784375905990601,0.25546852173482404,0.013328801840543747,9.323928833007812
35,-0.5850000000000001,0.425,0.4260869565217391,0.6813892126083374,1.5101778037398215,0.01717127114534378,9.324365615844727
36,-0.41700000000000004,0.455,0.5229357798165137,0.6570660471916199,0.367798869691188,0.015509527176618576,9.324749946594238
37,-0.37800000000000006,0.395,0.5454545454545454,0.6409153342247009,0.2649412812359974,0.014052384532988071,9.325081825256348
38,-0.502,0.38,0.47580645161290325,0.6403375267982483,1.1446429829024543,0.017197543755173683,9.325453758239746
39,-0.536,0.39,0.45901639344262296,0.6738830208778381,0.6225664211660352,0.016814028844237328,9.325738906860352
