threshold,delta_min,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,score
0.45,0.02,0.3886217948717949,0.6113782051282052,0.5216251638269986,0.9238782051282052,0.5407554671968191,0.4846153846153846,0.02427602112097303
0.46,0.02,0.3886217948717949,0.6113782051282052,0.5216251638269986,0.8685897435897436,0.5407554671968191,0.4846153846153846,0.041908078566732405
0.47000000000000003,0.02,0.3886217948717949,0.6113782051282052,0.5216251638269986,0.7524038461538461,0.5407554671968191,0.4846153846153846,0.07896095290927022
0.48000000000000004,0.02,0.390224358974359,0.6097756410256411,0.5216819973718791,0.5657051282051282,0.5418326693227091,0.4826254826254826,0.13815309623602895
0.49000000000000005,0.02,0.3998397435897436,0.6001602564102564,0.520694259012016,0.3108974358974359,0.5414141414141415,0.48031496062992124,0.21534455128205127
0.5,0.02,0.4519230769230769,0.5480769230769231,0.5219298245614035,0.10737179487179487,0.5458422174840085,0.4697674418604651,0.25534316444773175
0.51,0.02,0.5512820512820513,0.44871794871794873,0.5214285714285715,0.02403846153846154,0.5486935866983373,0.43884892086330934,0.22834997534516768
0.52,0.02,0.688301282051282,0.31169871794871795,0.5501285347043702,0.004807692307692308,0.5548780487804879,0.5245901639344263,0.17064996301775148
0.53,0.02,0.8028846153846154,0.1971153846153846,0.573170731707317,0.0008012820512820513,0.5753424657534246,0.5555555555555556,0.11289023976824457
0.54,0.02,0.874198717948718,0.12580128205128205,0.6050955414012739,0.0,0.6013986013986014,0.6428571428571429,0.07612179487179487
0.55,0.02,0.9294871794871795,0.07051282051282051,0.5909090909090909,0.0,0.573170731707317,0.8333333333333334,0.04166666666666667
0.56,0.02,0.9615384615384616,0.038461538461538464,0.6041666666666666,0.0,0.6041666666666666,0.0,0.023237179487179488
0.5700000000000001,0.02,0.9735576923076923,0.026442307692307692,0.6060606060606061,0.0,0.6060606060606061,0.0,0.016025641025641024
0.5800000000000001,0.02,0.9815705128205128,0.01842948717948718,0.6956521739130435,0.0,0.6956521739130435,0.0,0.01282051282051282
0.5900000000000001,0.02,0.9839743589743589,0.016025641025641024,0.7,0.0,0.7,0.0,0.011217948717948716
0.6000000000000001,0.02,0.9879807692307693,0.01201923076923077,0.8666666666666667,0.0,0.8666666666666667,0.0,0.010416666666666668
0.6100000000000001,0.02,0.9911858974358975,0.008814102564102564,0.8181818181818182,0.0,0.8181818181818182,0.0,0.007211538461538462
0.6200000000000001,0.02,0.9927884615384616,0.007211538461538462,0.7777777777777778,0.0,0.7777777777777778,0.0,0.005608974358974359
0.6300000000000001,0.02,0.9943910256410257,0.005608974358974359,0.8571428571428571,0.0,0.8571428571428571,0.0,0.004807692307692307
0.6400000000000001,0.02,0.9967948717948718,0.003205128205128205,0.75,0.0,0.75,0.0,0.002403846153846154
0.6500000000000001,0.02,0.9975961538461539,0.002403846153846154,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0016025641025641025
0.6600000000000001,0.02,0.9975961538461539,0.002403846153846154,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0016025641025641025
0.6700000000000002,0.02,0.9983974358974359,0.0016025641025641025,0.5,0.0,0.5,0.0,0.0008012820512820513
0.6800000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000002,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
