net.0.weight,net.2.weight,net.4.weight
4.688138008117676,4.5237627029418945,0.7740604877471924
4.782980442047119,4.5064473152160645,0.797877311706543
4.947840213775635,4.520045757293701,0.8386955261230469
5.1440110206604,4.573043346405029,0.9059733152389526
5.3913893699646,4.659358024597168,0.9700899124145508
5.649118900299072,4.768181800842285,1.0557328462600708
5.9246745109558105,4.900484561920166,1.1696205139160156
6.231780529022217,5.068912982940674,1.2984062433242798
6.542648792266846,5.241893291473389,1.4288358688354492
6.847018718719482,5.4203948974609375,1.5608025789260864
7.143924713134766,5.617761135101318,1.6998389959335327
