net.0.weight,net.2.weight,net.4.weight
6.609428882598877,6.3988356590271,0.8305140733718872
6.710535049438477,6.355434417724609,0.8474150896072388
6.886427879333496,6.356725692749023,0.896952748298645
7.109644412994385,6.392963886260986,0.9519369602203369
7.391486644744873,6.473094940185547,1.0431777238845825
7.69804048538208,6.5787272453308105,1.1432267427444458
8.045031547546387,6.7250566482543945,1.2697511911392212
8.385772705078125,6.877009868621826,1.3824468851089478
8.731669425964355,7.058152675628662,1.5261074304580688
9.085864067077637,7.231536388397217,1.6496473550796509
9.401546478271484,7.408769607543945,1.7924933433532715
