episode,reward,hold_rate,accuracy,entropy,grad_norm,delta_weight_norm,weight_norm
1,-0.557,0.48,0.4326923076923077,0.6914809942245483,3.2619448120578176,0.11588715761899948,9.29561996459961
2,-0.5760000000000001,0.44,0.42857142857142855,0.6741943359375,7.749196761515809,0.0835350975394249,9.295662879943848
3,-0.396,0.515,0.5360824742268041,0.6920812129974365,2.432744647315976,0.06909552961587906,9.296337127685547
4,-0.5,0.45,0.4727272727272727,0.6877227425575256,3.2785732619944543,0.057911377400159836,9.296977996826172
5,-0.48800000000000004,0.495,0.4752475247524752,0.6927810311317444,1.1961270205375103,0.04931635409593582,9.297845840454102
6,-0.3510000000000001,0.515,0.5670103092783505,0.6917179822921753,0.9516923602368879,0.04253792762756348,9.29871654510498
7,-0.47100000000000003,0.465,0.48598130841121495,0.6905674338340759,2.0619167079519505,0.03877560421824455,9.299551963806152
8,-0.5860000000000001,0.515,0.3917525773195876,0.6920667886734009,1.9407988756392387,0.034978099167346954,9.300579071044922
9,-0.35400000000000004,0.46,0.5555555555555556,0.6924682259559631,0.4446114510568216,0.03128903731703758,9.301620483398438
10,-0.3950000000000001,0.525,0.5368421052631579,0.6924816966056824,0.4464363783584362,0.027653146535158157,9.302616119384766
11,-0.5010000000000001,0.44,0.4732142857142857,0.6863354444503784,1.8341660995746125,0.026970628648996353,9.30347728729248
12,-0.42300000000000004,0.47,0.5188679245283019,0.6904426217079163,0.27780490296044885,0.024333693087100983,9.304312705993652
13,-0.535,0.475,0.44761904761904764,0.6720829606056213,2.5409686860179073,0.027871040627360344,9.305206298828125
14,-0.4110000000000001,0.49,0.5196078431372549,0.6687638163566589,0.5863933036869483,0.02521531470119953,9.30610466003418
15,-0.41900000000000004,0.435,0.5221238938053098,0.6844663619995117,1.0137446904586893,0.024052223190665245,9.306915283203125
16,-0.5000000000000001,0.525,0.4631578947368421,0.6926643252372742,0.284189214202483,0.021863248199224472,9.307689666748047
17,-0.447,0.53,0.5,0.6858727335929871,0.7086110559362648,0.021029407158493996,9.308489799499512
18,-0.3450000000000001,0.575,0.5764705882352941,0.6865230202674866,0.7946420184855555,0.02031966671347618,9.309305191040039
19,-0.36800000000000005,0.57,0.5581395348837209,0.6917129158973694,0.21402268928905227,0.018578864634037018,9.310070991516113
20,-0.4960000000000001,0.515,0.4639175257731959,0.6877894401550293,0.7956948245039579,0.017341194674372673,9.310771942138672
21,-0.545,0.525,0.43157894736842106,0.6853550672531128,0.9267063203935323,0.015390756540000439,9.311281204223633
22,-0.44000000000000006,0.55,0.5,0.6900545954704285,0.0032591460115387032,0.014008780010044575,9.311766624450684
23,-0.5980000000000001,0.52,0.3958333333333333,0.6830837726593018,2.063269972844747,0.018554309383034706,9.312349319458008
24,-0.3990000000000001,0.485,0.5339805825242718,0.6872785091400146,0.4690925077519173,0.01677410677075386,9.312870025634766
25,-0.5130000000000001,0.47,0.46226415094339623,0.6826204657554626,0.7004695530157553,0.016431797295808792,9.313366889953613
26,-0.47400000000000003,0.485,0.4854368932038835,0.690841555595398,0.3133115294615557,0.01503271609544754,9.31380558013916
27,-0.4860000000000001,0.515,0.4742268041237113,0.6861496567726135,0.0612847883284233,0.013774700462818146,9.314231872558594
28,-0.6100000000000001,0.475,0.4,0.6580184102058411,4.14541020400329,0.025565963238477707,9.314414978027344
29,-0.38400000000000006,0.56,0.5454545454545454,0.6908520460128784,0.09038337154249494,0.023347700014710426,9.314653396606445
30,-0.321,0.515,0.5876288659793815,0.6856725215911865,0.6996915703036272,0.02149772271513939,9.314887046813965
31,-0.6250000000000001,0.475,0.3904761904761905,0.6752660870552063,2.2130299622729175,0.022810840979218483,9.31502914428711
32,-0.513,0.545,0.45054945054945056,0.6704061031341553,0.9872922034462533,0.022611310705542564,9.315153121948242
33,-0.469,0.535,0.4838709677419355,0.676382303237915,0.7050184277696627,0.020774301141500473,9.315345764160156
34,-0.381,0.515,0.5463917525773195,0.6724099516868591,0.9677660941145049,0.020455246791243553,9.315683364868164
35,-0.588,0.47,0.41509433962264153,0.6851328611373901,1.4974791339048739,0.020774174481630325,9.316086769104004
36,-0.47900000000000004,0.51,0.47959183673469385,0.6888351440429688,0.1356403394010927,0.019014131277799606,9.316507339477539
37,-0.49900000000000005,0.535,0.46236559139784944,0.6814120411872864,0.17387475207843586,0.01739775575697422,9.316947937011719
38,-0.447,0.53,0.5,0.6845169067382812,0.5605319914511999,0.016586612910032272,9.317448616027832
39,-0.39,0.575,0.5411764705882353,0.6716340780258179,0.33693708186353977,0.015489823184907436,9.31793212890625
40,-0.551,0.465,0.4392523364485981,0.687203586101532,1.2518930105005364,0.015321169048547745,9.318384170532227
41,-0.5670000000000001,0.48,0.4230769230769231,0.6906884908676147,0.24181623181156559,0.014081964269280434,9.318822860717773
42,-0.5070000000000001,0.53,0.43617021276595747,0.6906423568725586,0.04381260321285484,0.01282995194196701,9.319239616394043
43,-0.467,0.555,0.48314606741573035,0.690674901008606,0.10600053848551147,0.011784237809479237,9.319648742675781
44,-0.35400000000000004,0.56,0.5681818181818182,0.6869133710861206,1.3527919954538867,0.014800641685724258,9.320049285888672
45,-0.41200000000000003,0.505,0.5252525252525253,0.6749273538589478,0.47992425049859533,0.013596651144325733,9.320464134216309
46,-0.5060000000000001,0.54,0.45652173913043476,0.6871210932731628,0.0023542488339795714,0.012360671535134315,9.320858001708984
47,-0.45399999999999996,0.46,0.5,0.6787905693054199,0.37194978982115495,0.011391676962375641,9.32125473022461
48,-0.45400000000000007,0.61,0.48717948717948717,0.6619392037391663,0.03514220711739517,0.010401424951851368,9.32162857055664
49,-0.48700000000000004,0.455,0.47706422018348627,0.6626247763633728,0.8964595014755216,0.01182182040065527,9.321966171264648
50,-0.4800000000000001,0.575,0.47058823529411764,0.6644172668457031,0.5361211520294973,0.010947834700345993,9.322187423706055
