feature,lag,importance
returns,31,0.03550649806857109
log_returns,31,0.03220803663134575
volatility,31,0.03130365535616875
range,31,0.03241060674190521
volume,31,0.034726038575172424
ema_diff,31,0.032274581491947174
rsi_14,31,0.033124759793281555
returns,30,0.030607718974351883
log_returns,30,0.03930661082267761
volatility,30,0.036956775933504105
range,30,0.03256606683135033
volume,30,0.029510511085391045
ema_diff,30,0.032273080199956894
rsi_14,30,0.034768860787153244
returns,29,0.031417492777109146
log_returns,29,0.033475134521722794
volatility,29,0.034623730927705765
range,29,0.03302831947803497
volume,29,0.035651229321956635
ema_diff,29,0.03256995230913162
rsi_14,29,0.03695499897003174
returns,28,0.036746006458997726
log_returns,28,0.03199414536356926
volatility,28,0.03179902955889702
range,28,0.03268135339021683
volume,28,0.035333286970853806
ema_diff,28,0.03141888976097107
rsi_14,28,0.031433191150426865
returns,27,0.036511730402708054
log_returns,27,0.03239921107888222
volatility,27,0.03114929609000683
range,27,0.038712866604328156
volume,27,0.030857998877763748
ema_diff,27,0.03543534129858017
rsi_14,27,0.03576855733990669
returns,26,0.03315053507685661
log_returns,26,0.03465097397565842
volatility,26,0.037194158881902695
range,26,0.02984544262290001
volume,26,0.035042520612478256
ema_diff,26,0.03372317925095558
rsi_14,26,0.03397129476070404
returns,25,0.03366762027144432
log_returns,25,0.03405971825122833
volatility,25,0.03546974062919617
range,25,0.03128879889845848
volume,25,0.03340333327651024
ema_diff,25,0.029120877385139465
rsi_14,25,0.03406160697340965
returns,24,0.03391281142830849
log_returns,24,0.029119325801730156
volatility,24,0.03615822270512581
range,24,0.033616822212934494
volume,24,0.032788895070552826
ema_diff,24,0.034067634493112564
rsi_14,24,0.030832070857286453
returns,23,0.030844442546367645
log_returns,23,0.03951798379421234
volatility,23,0.032382670789957047
range,23,0.03418416157364845
volume,23,0.037095192819833755
ema_diff,23,0.031324904412031174
rsi_14,23,0.030865848064422607
returns,22,0.034411828964948654
log_returns,22,0.036693327128887177
volatility,22,0.02995925396680832
range,22,0.038288626819849014
volume,22,0.03270363435149193
ema_diff,22,0.0340060219168663
rsi_14,22,0.03254338726401329
returns,21,0.031281743198633194
log_returns,21,0.027614908292889595
volatility,21,0.034362588077783585
range,21,0.03284905105829239
volume,21,0.031545091420412064
ema_diff,21,0.034332580864429474
rsi_14,21,0.030453890562057495
returns,20,0.03683276101946831
log_returns,20,0.031345266848802567
volatility,20,0.03297331929206848
range,20,0.03311624377965927
volume,20,0.03227260708808899
ema_diff,20,0.03481002524495125
rsi_14,20,0.032101113349199295
returns,19,0.035756926983594894
log_returns,19,0.030453216284513474
volatility,19,0.036249443888664246
range,19,0.03486896678805351
volume,19,0.036286212503910065
ema_diff,19,0.03661661595106125
rsi_14,19,0.03262250870466232
returns,18,0.03543568029999733
log_returns,18,0.030815113335847855
volatility,18,0.030360465869307518
range,18,0.03632109984755516
volume,18,0.031253546476364136
ema_diff,18,0.032606128603219986
rsi_14,18,0.03719886392354965
returns,17,0.03135097399353981
log_returns,17,0.033350661396980286
volatility,17,0.035724010318517685
range,17,0.03146333619952202
volume,17,0.032426461577415466
ema_diff,17,0.0319061279296875
rsi_14,17,0.03262145817279816
returns,16,0.033789873123168945
log_returns,16,0.03308326378464699
volatility,16,0.028567738831043243
range,16,0.032005675137043
volume,16,0.033702246844768524
ema_diff,16,0.031493011862039566
rsi_14,16,0.035025835037231445
returns,15,0.035173069685697556
log_returns,15,0.03270677104592323
volatility,15,0.032470427453517914
range,15,0.03337705507874489
volume,15,0.03257743641734123
ema_diff,15,0.035071130841970444
rsi_14,15,0.03347640857100487
returns,14,0.029109258204698563
log_returns,14,0.030007008463144302
volatility,14,0.03323085978627205
range,14,0.03266257047653198
volume,14,0.031048307195305824
ema_diff,14,0.032351285219192505
rsi_14,14,0.03821909800171852
returns,13,0.03410031273961067
log_returns,13,0.032703664153814316
volatility,13,0.031218383461236954
range,13,0.035393763333559036
volume,13,0.03597591072320938
ema_diff,13,0.02998250350356102
rsi_14,13,0.033387716859579086
returns,12,0.033208154141902924
log_returns,12,0.035157203674316406
volatility,12,0.03289451450109482
range,12,0.03311055898666382
volume,12,0.03533647954463959
ema_diff,12,0.03313668817281723
rsi_14,12,0.03090742789208889
returns,11,0.03087477944791317
log_returns,11,0.029244527220726013
volatility,11,0.03285805508494377
range,11,0.02889401651918888
volume,11,0.0330541729927063
ema_diff,11,0.03281009569764137
rsi_14,11,0.032881952822208405
returns,10,0.03276528790593147
log_returns,10,0.03439078852534294
volatility,10,0.03945520147681236
range,10,0.03523600473999977
volume,10,0.031390659511089325
ema_diff,10,0.031914178282022476
rsi_14,10,0.03127475455403328
returns,9,0.038430046290159225
log_returns,9,0.03248197212815285
volatility,9,0.037215109914541245
range,9,0.031364668160676956
volume,9,0.032652970403432846
ema_diff,9,0.029985178261995316
rsi_14,9,0.0351923331618309
returns,8,0.03440338373184204
log_returns,8,0.0392584465444088
volatility,8,0.03393572196364403
range,8,0.034611742943525314
volume,8,0.03354327753186226
ema_diff,8,0.03588470444083214
rsi_14,8,0.03494247421622276
returns,7,0.03581001237034798
log_returns,7,0.03158847987651825
volatility,7,0.030556265264749527
range,7,0.036964599043130875
volume,7,0.03261897340416908
ema_diff,7,0.030585896223783493
rsi_14,7,0.03279378265142441
returns,6,0.030049514025449753
log_returns,6,0.03267942741513252
volatility,6,0.032600801438093185
range,6,0.03828144073486328
volume,6,0.034696388989686966
ema_diff,6,0.0345858633518219
rsi_14,6,0.03343971073627472
returns,5,0.03370225057005882
log_returns,5,0.02837100438773632
volatility,5,0.03269713371992111
range,5,0.03268953785300255
volume,5,0.034551043063402176
ema_diff,5,0.035992201417684555
rsi_14,5,0.03530224412679672
returns,4,0.032761476933956146
log_returns,4,0.03369663655757904
volatility,4,0.031672053039073944
range,4,0.031274229288101196
volume,4,0.0376545786857605
ema_diff,4,0.03371564671397209
rsi_14,4,0.03038281947374344
returns,3,0.035511549562215805
log_returns,3,0.03295041620731354
volatility,3,0.03238271549344063
range,3,0.02795419469475746
volume,3,0.03654244914650917
ema_diff,3,0.03499012440443039
rsi_14,3,0.034473419189453125
returns,2,0.030151737853884697
log_returns,2,0.032502513378858566
volatility,2,0.03345451503992081
range,2,0.03447166830301285
volume,2,0.032029230147600174
ema_diff,2,0.03261548653244972
rsi_14,2,0.03354139253497124
returns,1,0.0361216776072979
log_returns,1,0.033944398164749146
volatility,1,0.03241774067282677
range,1,0.033961955457925797
volume,1,0.033448219299316406
ema_diff,1,0.034452181309461594
rsi_14,1,0.03391650319099426
returns,0,0.03572850674390793
log_returns,0,0.03625279664993286
volatility,0,0.03132988512516022
range,0,0.03362740948796272
volume,0,0.0322086438536644
ema_diff,0,0.03316003084182739
rsi_14,0,0.032767172902822495
