net.0.weight,net.2.weight,net.4.weight
4.676795959472656,4.659928321838379,0.787316083908081
4.732331275939941,4.671128749847412,0.7816447019577026
4.8073272705078125,4.682173728942871,0.7846461534500122
4.926385402679443,4.708560466766357,0.7887146472930908
5.017848968505859,4.721412658691406,0.7801975607872009
5.111883640289307,4.7478156089782715,0.7752439975738525
5.217216968536377,4.78262186050415,0.77032071352005
5.301052570343018,4.802348613739014,0.7589312791824341
5.422165393829346,4.820974826812744,0.7533496022224426
5.525303363800049,4.834963321685791,0.7518550157546997
5.659478664398193,4.85504674911499,0.7407847046852112
5.80030632019043,4.879191875457764,0.7322360873222351
5.9504313468933105,4.906899929046631,0.7391525506973267
6.119524002075195,4.952753067016602,0.7472131252288818
6.295957565307617,4.944453239440918,0.7344440221786499
6.4464240074157715,4.96768856048584,0.7298839688301086
6.627875804901123,4.998415470123291,0.7122493982315063
6.843945503234863,5.021823883056641,0.71931391954422
7.003954887390137,5.03668212890625,0.718706488609314
7.179256439208984,5.061016082763672,0.7267239093780518
7.365228176116943,5.095830917358398,0.7504537105560303
7.5340256690979,5.124843120574951,0.7360045909881592
7.705029010772705,5.156707286834717,0.7411516308784485
7.8943071365356445,5.189481735229492,0.7463364601135254
8.067166328430176,5.229031085968018,0.7655948996543884
8.286606788635254,5.265201091766357,0.7361732721328735
8.468109130859375,5.2982096672058105,0.7543550133705139
8.624194145202637,5.342090606689453,0.764853298664093
8.840185165405273,5.383901596069336,0.7628558278083801
9.125082969665527,5.382517337799072,0.7626297473907471
9.334625244140625,5.422885894775391,0.778574526309967
9.534687995910645,5.4555816650390625,0.7877373695373535
9.726703643798828,5.492009162902832,0.8001505732536316
9.921401977539062,5.5349321365356445,0.8258856534957886
10.137947082519531,5.572702884674072,0.848558783531189
10.37299919128418,5.626862525939941,0.8806569576263428
10.596025466918945,5.654575824737549,0.8943071961402893
10.806096076965332,5.6900763511657715,0.9097077250480652
11.00551700592041,5.729391098022461,0.9316695332527161
11.189353942871094,5.764678955078125,0.9146661758422852
11.32955551147461,5.780152797698975,0.9158662557601929
11.491788864135742,5.808516025543213,0.9318470358848572
11.686946868896484,5.839258670806885,0.928356409072876
11.869999885559082,5.875702381134033,0.9516357779502869
12.127816200256348,5.898072242736816,0.985630452632904
12.337383270263672,5.952023506164551,0.9820681214332581
12.544904708862305,5.991289138793945,1.015432357788086
12.815503120422363,6.018370151519775,1.0092194080352783
13.042867660522461,6.070079803466797,1.0439331531524658
13.273823738098145,6.095156669616699,1.04562509059906
