epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.694254537017978,0.6935846095993405,0.5067527011340979,0.49242173773901804,6.682955265045166,0.8557921051979065
2,0.6930669235939882,0.6929035498982384,0.5076718187453796,0.5142746908324105,6.729617118835449,0.5847224593162537
3,0.6923429558471758,0.6928713123003641,0.5184667618299017,0.5168375216779255,6.791295528411865,0.5639656186103821
4,0.6918627996833957,0.6952323913574219,0.5239345738474204,0.5142746908324105,6.895923137664795,0.7491418719291687
5,0.6925361338926821,0.6927786526225862,0.5242534513984408,0.5142746908324105,6.970020294189453,0.5722004175186157
6,0.692826758842079,0.6929965530123029,0.5183167019668891,0.5142746908324105,7.056255340576172,0.6914130449295044
7,0.692197426849482,0.6927357656615121,0.5189544570689298,0.5148809523809523,7.156736850738525,0.6802926063537598
8,0.6919232728529949,0.6930880007289705,0.525332008089338,0.5142746908324105,7.230008125305176,0.5439200401306152
9,0.6921409946315142,0.6925540538061232,0.5269639105821142,0.513530643213363,7.331274032592773,0.5652086138725281
10,0.6921437960498187,0.6930580195926485,0.525285114135061,0.5142746908324105,7.418041229248047,0.5192726850509644
11,0.6913876132089265,0.6930070831662133,0.5275266359047014,0.5053461194038391,7.530025005340576,0.5289666652679443
12,0.6916037870913135,0.6928172168277559,0.5277611044596653,0.5058145948818752,7.650474548339844,0.45674756169319153
13,0.691081456992091,0.692853053410848,0.5282019060485217,0.5127865955943153,7.783268928527832,0.4216464161872864
14,0.6913964456441452,0.6936673124631246,0.5266075182934197,0.5142746908324105,7.943056583404541,0.49565401673316956
15,0.691846032531894,0.6928041038059053,0.5239814678016974,0.5142746908324105,8.07308578491211,0.6140624284744263
16,0.6917236599386954,0.692519432022458,0.5256133705985789,0.5136684292838687,8.204495429992676,0.59726881980896
17,0.6913576843787212,0.6927219544138227,0.5298338085412979,0.5127865955943153,8.365700721740723,0.724097728729248
18,0.6907462879103057,0.6926987568537394,0.5270483195781708,0.49763007107235135,8.552095413208008,0.647095263004303
19,0.6915944425427184,0.6927270293235779,0.5294774162526034,0.5127865955943153,8.689162254333496,0.4116383194923401
20,0.6910399989205964,0.6925102670987447,0.5299932473168081,0.5178571428571429,8.845613479614258,0.43006056547164917
21,0.6907311008901013,0.7107458483605158,0.5279674371894525,0.5142746908324105,9.017484664916992,0.8466808795928955
22,0.6917738367100151,0.6943352704956418,0.5256977792905302,0.5142746908324105,9.171314239501953,0.8294504284858704
23,0.6902963245401577,0.6944478693462554,0.5277235897219911,0.4851190476190476,9.32967758178711,0.4572078287601471
24,0.6912842040159264,0.6940890522230239,0.5257728093740891,0.5142746908324105,9.505838394165039,0.5750033855438232
25,0.6908123791217804,0.6925130259423029,0.5289897210135752,0.5151565245219639,9.672670364379883,0.4594866633415222
26,0.6912641689485434,0.6924191741716295,0.5278830284975013,0.5025077149981544,9.873625755310059,0.804823100566864
27,0.6907696699609562,0.6944516130856105,0.5286802223750523,0.5142746908324105,10.045494079589844,0.48966753482818604
28,0.6908433394772666,0.6925954676809765,0.5280518458814037,0.5129243816648211,10.200926780700684,0.4724264442920685
29,0.6910830292166495,0.6932501594225565,0.5234562575208898,0.5141369047619048,10.406120300292969,0.681485116481781
30,0.6910103115500236,0.6949954345112755,0.5277611044596653,0.5127865955943153,10.64911937713623,0.7178704142570496
31,0.6905759615557534,0.6953632008461725,0.5302746101301543,0.5150187384514582,10.850619316101074,0.44188791513442993
32,0.6902238185308418,0.6959378151666551,0.5286802223750523,0.5142746908324105,11.03974437713623,0.6700544357299805
33,0.6904961740484044,0.692285228343237,0.5310999399849347,0.5200892857142857,11.225364685058594,0.6160162687301636
34,0.6900481064708865,0.692711163134802,0.5328256305383177,0.5027832899774823,11.417508125305176,0.5178527235984802
35,0.6896402556069043,0.6924742006120228,0.5287646310670036,0.5026455039069766,11.62697696685791,0.5453667640686035
36,0.6892861705653521,0.6932142462049212,0.5348983346199503,0.5136684292838687,11.860597610473633,0.5786170959472656
37,0.6898342042553182,0.6926032247997466,0.5325442677249714,0.5167824086688814,12.07027530670166,0.6209654211997986
38,0.6897439257222779,0.6921630700429281,0.5284457535159831,0.5131999566441491,12.27273178100586,0.49297359585762024
39,0.6891759938123275,0.6926383546420506,0.5342980942555836,0.5169753091675895,12.468315124511719,0.49914950132369995
40,0.6905842320043214,0.692076583703359,0.5238501651554691,0.51915233759653,12.64545726776123,0.6685743927955627
41,0.6900319055635102,0.6926990378470648,0.5357330432351755,0.5072475756917681,12.777103424072266,0.40153205394744873
42,0.6893705932461486,0.6919610528718858,0.5320284366607666,0.4937169324784052,12.936019897460938,0.5054963231086731
43,0.6895065836760462,0.692511396748679,0.5318314828434769,0.5173886673791068,13.123147964477539,0.48431533575057983
44,0.6897273495489237,0.6922308433623541,0.5398784513984408,0.49763007107235135,13.303900718688965,0.3812628984451294
45,0.6881470418706233,0.6925793063072931,0.5495291869251095,0.5146053788207826,13.547297477722168,0.4862612187862396
46,0.6897614342825753,0.6938159267107645,0.5374493550281135,0.5211089054743449,13.758649826049805,0.6032000780105591
47,0.6882070874681279,0.6956911966914222,0.540159814211787,0.4944609800974528,13.964370727539062,0.41645532846450806
48,0.6887649571409031,0.6946875907125927,0.5376087938036237,0.5009645053318569,14.218575477600098,0.6944230198860168
49,0.6877350636890956,0.6932034265427363,0.5430297121709707,0.49581128642672584,14.448226928710938,0.5963138341903687
50,0.6895434029248296,0.6982552863302685,0.5343731243391426,0.5142746908324105,14.668008804321289,0.6694577932357788
