net.0.weight,net.2.weight,net.4.weight
6.561720371246338,6.543424606323242,0.7751339077949524
6.629143238067627,6.583276748657227,0.8039095997810364
6.728841304779053,6.651395797729492,0.849093496799469
6.8550333976745605,6.7564520835876465,0.9174225330352783
7.0022783279418945,6.870525360107422,0.9930405616760254
7.17173957824707,7.016602516174316,1.1021456718444824
7.354333877563477,7.190801620483398,1.219763994216919
7.556160926818848,7.369722366333008,1.3465371131896973
7.753389835357666,7.572057723999023,1.4984339475631714
7.961272239685059,7.787802696228027,1.6510639190673828
8.157458305358887,7.992715358734131,1.8054579496383667
8.344139099121094,8.20308780670166,1.9652293920516968
