net.0.weight,net.2.weight,net.4.weight
4.644189357757568,4.667555809020996,0.8085861802101135
4.691978454589844,4.68801212310791,0.8258639574050903
4.767519474029541,4.727750778198242,0.8608061075210571
4.8560004234313965,4.773839950561523,0.9014130234718323
4.9524922370910645,4.838260650634766,0.9544236063957214
5.063710689544678,4.912010192871094,1.0249509811401367
5.187252044677734,5.0112433433532715,1.1051081418991089
5.322662830352783,5.11629581451416,1.1972154378890991
5.459716796875,5.218860149383545,1.2913457155227661
5.602597236633301,5.329383373260498,1.3936141729354858
5.740414619445801,5.438755512237549,1.4910708665847778
