threshold,delta_min,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,score
0.45,0.02,0.2038369304556355,0.7961630695443646,0.5341365461847389,0.7498001598721024,0.5413870246085011,0.47058823529411764,0.10639993201282298
0.46,0.02,0.20463629096722621,0.7953637090327738,0.5336683417085427,0.5331734612310152,0.5413870246085011,0.46534653465346537,0.19814939415374175
0.47000000000000003,0.02,0.21023181454836132,0.7897681854516387,0.5344129554655871,0.2789768185451639,0.5413870246085011,0.46808510638297873,0.3043167384557582
0.48000000000000004,0.02,0.22861710631494805,0.771382893685052,0.533678756476684,0.0671462829736211,0.5410573678290214,0.4473684210526316,0.3840285086079817
0.49000000000000005,0.02,0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.38645023230017106
0.5,0.02,0.35251798561151076,0.6474820143884892,0.5518518518518518,0.0007993605115907274,0.5533249686323714,0.46153846153846156,0.3570285258603668
0.51,0.02,0.4580335731414868,0.5419664268585132,0.5678466076696165,0.0,0.5674074074074074,0.6666666666666666,0.30775379696243
0.52,0.02,0.5555555555555556,0.4444444444444444,0.5773381294964028,0.0,0.5765765765765766,1.0,0.25659472422062346
0.53,0.02,0.6394884092725819,0.36051159072741806,0.5853658536585366,0.0,0.5853658536585366,0.0,0.21103117505995203
0.54,0.02,0.7210231814548361,0.2789768185451639,0.5873925501432665,0.0,0.5873925501432665,0.0,0.16386890487609915
0.55,0.02,0.7897681854516387,0.21023181454836132,0.6311787072243346,0.0,0.6311787072243346,0.0,0.13269384492406075
0.56,0.02,0.8505195843325339,0.14948041566746603,0.6310160427807486,0.0,0.6310160427807486,0.0,0.09432454036770584
0.5700000000000001,0.02,0.8800959232613909,0.11990407673860912,0.6466666666666666,0.0,0.6466666666666666,0.0,0.07753796962430055
0.5800000000000001,0.02,0.9200639488409272,0.07993605115907274,0.67,0.0,0.67,0.0,0.053557154276578735
0.5900000000000001,0.02,0.9464428457234213,0.053557154276578735,0.7164179104477612,0.0,0.7164179104477612,0.0,0.03836930455635491
0.6000000000000001,0.02,0.9616306954436451,0.03836930455635491,0.7083333333333334,0.0,0.7083333333333334,0.0,0.02717825739408473
0.6100000000000001,0.02,0.973621103117506,0.026378896882494004,0.7272727272727273,0.0,0.7272727272727273,0.0,0.019184652278177457
0.6200000000000001,0.02,0.9808153477218226,0.019184652278177457,0.75,0.0,0.75,0.0,0.014388489208633093
0.6300000000000001,0.02,0.9848121502797762,0.015187849720223821,0.7894736842105263,0.0,0.7894736842105263,0.0,0.011990407673860911
0.6400000000000001,0.02,0.991207034372502,0.008792965627498001,0.8181818181818182,0.0,0.8181818181818182,0.0,0.007194244604316547
0.6500000000000001,0.02,0.9936051159072742,0.006394884092725819,0.75,0.0,0.75,0.0,0.004796163069544364
0.6600000000000001,0.02,0.9952038369304557,0.004796163069544364,0.6666666666666666,0.0,0.6666666666666666,0.0,0.003197442046362909
0.6700000000000002,0.02,0.9960031974420464,0.003996802557953637,0.6,0.0,0.6,0.0,0.002398081534772182
0.6800000000000002,0.02,0.9976019184652278,0.002398081534772182,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0015987210231814546
0.6900000000000002,0.02,0.9976019184652278,0.002398081534772182,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0015987210231814546
0.7000000000000002,0.02,0.9976019184652278,0.002398081534772182,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0015987210231814546
0.7100000000000002,0.02,0.9984012789768185,0.0015987210231814548,1.0,0.0,1.0,0.0,0.0015987210231814548
0.7200000000000002,0.02,0.9992006394884093,0.0007993605115907274,1.0,0.0,1.0,0.0,0.0007993605115907274
0.7300000000000002,0.02,0.9992006394884093,0.0007993605115907274,1.0,0.0,1.0,0.0,0.0007993605115907274
0.7400000000000002,0.02,0.9992006394884093,0.0007993605115907274,1.0,0.0,1.0,0.0,0.0007993605115907274
0.7500000000000002,0.02,0.9992006394884093,0.0007993605115907274,1.0,0.0,1.0,0.0,0.0007993605115907274
0.45,0.04,0.38609112709832133,0.6139088729016786,0.5611979166666666,0.7498001598721024,0.5644937586685159,0.5106382978723404,0.08619994492016296
0.46,0.04,0.38609112709832133,0.6139088729016786,0.5611979166666666,0.5331734612310152,0.5644937586685159,0.5106382978723404,0.1608331240682913
0.47000000000000003,0.04,0.38689048760991207,0.6131095123900879,0.5619295958279009,0.2789768185451639,0.5644937586685159,0.5217391304347826,0.24841006491369655
0.48000000000000004,0.04,0.39568345323741005,0.60431654676259,0.5634920634920635,0.0671462829736211,0.5652777777777778,0.5277777777777778,0.3176624168291266
0.49000000000000005,0.04,0.40687450039968026,0.5931254996003198,0.5592991913746631,0.0031974420463629096,0.5654596100278552,0.375,0.33067391011251757
0.5,0.04,0.42685851318944845,0.5731414868105515,0.5648535564853556,0.0007993605115907274,0.5657708628005658,0.5,0.3234822214171109
0.51,0.04,0.4748201438848921,0.5251798561151079,0.5707762557077626,0.0,0.5703363914373089,0.6666666666666666,0.29976019184652275
0.52,0.04,0.5555555555555556,0.4444444444444444,0.5773381294964028,0.0,0.5765765765765766,1.0,0.25659472422062346
0.53,0.04,0.6394884092725819,0.36051159072741806,0.5853658536585366,0.0,0.5853658536585366,0.0,0.21103117505995203
0.54,0.04,0.7210231814548361,0.2789768185451639,0.5873925501432665,0.0,0.5873925501432665,0.0,0.16386890487609915
0.55,0.04,0.7897681854516387,0.21023181454836132,0.6311787072243346,0.0,0.6311787072243346,0.0,0.13269384492406075
0.56,0.04,0.8505195843325339,0.14948041566746603,0.6310160427807486,0.0,0.6310160427807486,0.0,0.09432454036770584
0.5700000000000001,0.04,0.8800959232613909,0.11990407673860912,0.6466666666666666,0.0,0.6466666666666666,0.0,0.07753796962430055
0.5800000000000001,0.04,0.9200639488409272,0.07993605115907274,0.67,0.0,0.67,0.0,0.053557154276578735
